VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
5829,2010,ACURA,MDX,2010 Acura MDX 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.14,0,No Tip,Not Rated,Standard,Optional,No,45,1,0,2010/ACURA/MDX/2010 Acura MDX 4-DR. w_SAB.png
5459,2010,ACURA,RDX,2010 Acura RDX 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0,No Tip,Not Rated,Standard,No,No,22,2,0,2010/ACURA/RDX/2010 Acura RDX 4-DR. w_SAB.png
5460,2010,ACURA,RL,2010 Acura RL 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,Standard,Optional,No,9,7,0,2010/ACURA/RL/2010 Acura RL 4-DR. w_SAB.png
5830,2010,ACURA,TL,2010 Acura TL 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.093,0.093,No Tip,Not Rated,Standard,No,No,64,3,0,2010/ACURA/TL/2010 Acura TL 4-DR. w_SAB.png
5473,2010,ACURA,TSX,2010 Acura TSX  4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.099, ,Not Rated,Standard,No,No,63,7,0,2010/ACURA/TSX/2010 Acura TSX  4-DR. w_SAB.png
5877,2010,ACURA,ZDX,2010 Acura ZDX  4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.13,0,No Tip,Not Rated,Standard,Optional,No,9,10,0,2010/ACURA/ZDX/2010 Acura ZDX  4-DR. w_SAB.png
5519,2010,AUDI,A3,2010 Audi A3 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,50,5,4,2010/AUDI/A3/2010 Audi A3 4-DR. w_SAB.png
5520,2010,AUDI,A4,2010 Audi A4 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.099,0.099,No Tip,Not Rated,Standard,Optional,No,64,0,0,2010/AUDI/A4/2010 Audi A4 4-DR. w_SAB.png
5521,2010,AUDI,A4 AVANT,2010 Audi A4 Avant Wagon 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,Optional,No,64,0,0,2010/AUDI/A4 AVANT/2010 Audi A4 Avant Wagon 4-DR. w_SAB.png
5523,2010,AUDI,A5,2010 Audi A5 2-DR w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,Optional,34,0,0,2010/AUDI/A5/2010 Audi A5 2-DR w_SAB.png
5522,2010,AUDI,A5 CABRIOLET,2010 Audi A5 Cabriolet  w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,50,2,0,2010/AUDI/A5 CABRIOLET/2010 Audi A5 Cabriolet  w_SAB.png
5524,2010,AUDI,A6,2010 Audi A6  4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,17,3,0,2010/AUDI/A6/2010 Audi A6  4-DR. w_SAB.png
5525,2010,AUDI,A6 AVANT,2010 Audi A6 Avant Wagon w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,17,3,0,2010/AUDI/A6 AVANT/2010 Audi A6 Avant Wagon w_SAB.png
5526,2010,AUDI,A8,2010 Audi A8 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,Optional,1,1,0,2010/AUDI/A8/2010 Audi A8 4-DR. w_SAB.png
5527,2010,AUDI,Q5,2010 Audi Q5 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.151,0,No Tip,Not Rated,Standard,No,No,99,4,0,2010/AUDI/Q5/2010 Audi Q5 4-DR. w_SAB.png
5528,2010,AUDI,Q7,2010 Audi Q7 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0.185,0,No Tip,Not Rated,Standard,Optional,No,29,3,1,2010/AUDI/Q7/2010 Audi Q7 4-DR. w_SAB.png
5529,2010,AUDI,R8,2010 Audi R8 2-DR w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2010/AUDI/R8/2010 Audi R8 2-DR w_SAB.png
5536,2010,AUDI,S4,2010 Audi S4 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.099,0.099,No Tip,Not Rated,Standard,Optional,No,60,0,0,2010/AUDI/S4/2010 Audi S4 4-DR. w_SAB.png
5537,2010,AUDI,S4 AVANT,2010 Audi S4 Avant Wagon 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,Optional,No,60,0,0,2010/AUDI/S4 AVANT/2010 Audi S4 Avant Wagon 4-DR. w_SAB.png
5530,2010,AUDI,S5,2010 Audi S5 2-DR w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,Optional,20,0,0,2010/AUDI/S5/2010 Audi S5 2-DR w_SAB.png
5538,2010,AUDI,S5 CABRIOLET,2010 Audi S5 Cabriolet  w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,28,2,0,2010/AUDI/S5 CABRIOLET/2010 Audi S5 Cabriolet  w_SAB.png
5531,2010,AUDI,S6,2010 Audi S6 4-DR. w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,1,2,0,2010/AUDI/S6/2010 Audi S6 4-DR. w_SAB.png
5532,2010,AUDI,TT,2010 Audi TT 2-DR w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,4,1,1,2010/AUDI/TT/2010 Audi TT 2-DR w_SAB.png
5533,2010,AUDI,TT,2010 Audi TT Convertible w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,4,1,1,2010/AUDI/TT/2010 Audi TT Convertible w_SAB.png
5534,2010,AUDI,TTS,2010 Audi TTS Convertible w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2010/AUDI/TTS/2010 Audi TTS Convertible w_SAB.png
5535,2010,AUDI,TTS,2010 Audi TTS 2-DR w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2010/AUDI/TTS/2010 Audi TTS 2-DR w_SAB.png
5591,2010,BMW,128I/135I,2010 BMW 128i/135i w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,45,10,1,2010/BMW/128I/135I/2010 BMW 128i_135i w_SAB.png
5592,2010,BMW,128I/135I,2010 BMW 128i/135i Convertible w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,45,10,1,2010/BMW/128I/135I/2010 BMW 128i_135i Convertible w_SAB.png
5593,2010,BMW,3 SERIES,2010 BMW 3 Series 2-DR. w/SAB,,Not Rated,Not Rated,4,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,5,5,0.093,0.093,No Tip,Not Rated,Standard,No,No,267,12,1,2010/BMW/3 SERIES/2010 BMW 3 Series 2-DR. w_SAB.png
5595,2010,BMW,3 SERIES,2010 BMW 3 Series Convertible w/SAB,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0.093, ,Not Rated,Standard,No,No,267,12,1,2010/BMW/3 SERIES/2010 BMW 3 Series Convertible w_SAB.png
