VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
6100,2012,ACURA,MDX,2012 Acura MDX SUV 4WD,https://static.nhtsa.gov/images/vehicles/8075_st0640_046.png,4,4,5,4,5,5,5,5,5,5,4,Not Rated,0.14,0,No Tip,4,Standard,Optional,No,71,1,0,2012/ACURA/MDX/2012 Acura MDX SUV 4WD.png
6101,2012,ACURA,RDX,2012 Acura RDX SUV FWD,https://static.nhtsa.gov/images/vehicles/7699_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,14,2,0,2012/ACURA/RDX/2012 Acura RDX SUV FWD.png
6626,2012,ACURA,RDX,2012 Acura RDX SUV 4WD,https://static.nhtsa.gov/images/vehicles/7943_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0,No Tip,Not Rated,Standard,No,No,14,2,0,2012/ACURA/RDX/2012 Acura RDX SUV 4WD.png
6732,2012,ACURA,RL,2012 Acura RL 4 DR 4WD,https://static.nhtsa.gov/images/vehicles/8145_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,Standard,No,No,1,6,0,2012/ACURA/RL/2012 Acura RL 4 DR 4WD.png
6102,2012,ACURA,TL,2012 Acura TL 4 DR FWD Early Release,https://static.nhtsa.gov/images/vehicles/7537_st0640_046.png,3,2,4,2,4,3,4,4,4,4,5,Not Rated,0.093,0,No Tip,5,Standard,No,No,126,3,1,2012/ACURA/TL/2012 Acura TL 4 DR FWD Early Release.png
6627,2012,ACURA,TL,2012 Acura TL 4 DR 4WD Early Release,https://static.nhtsa.gov/images/vehicles/7537_st0640_046.png,3,2,4,2,4,3,4,4,4,4,5,Not Rated,0.093,0,No Tip,5,Standard,No,No,126,3,1,2012/ACURA/TL/2012 Acura TL 4 DR 4WD Early Release.png
6756,2012,ACURA,TL,2012 Acura TL 4 DR 4WD Later Release,https://static.nhtsa.gov/images/vehicles/7537_st0640_046.png,4,4,4,3,4,3,4,4,4,4,5,Not Rated,0.093,0,No Tip,5,Standard,No,No,126,3,1,2012/ACURA/TL/2012 Acura TL 4 DR 4WD Later Release.png
6757,2012,ACURA,TL,2012 Acura TL 4 DR FWD Later Release,https://static.nhtsa.gov/images/vehicles/7537_st0640_046.png,4,4,4,3,4,3,4,4,4,4,5,Not Rated,0.093,0,No Tip,5,Standard,No,No,126,3,1,2012/ACURA/TL/2012 Acura TL 4 DR FWD Later Release.png
6097,2012,ACURA,TSX,2012 Acura TSX 4 DR FWD,https://static.nhtsa.gov/images/vehicles/8070_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,No,No,128,6,1,2012/ACURA/TSX/2012 Acura TSX 4 DR FWD.png
6099,2012,ACURA,TSX SPORT WAGON,2012 Acura TSX TSX Sport Wagon SW FWD,https://static.nhtsa.gov/images/vehicles/8164_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,No,No,12,4,1,2012/ACURA/TSX SPORT WAGON/2012 Acura TSX TSX Sport Wagon SW FWD.png
