VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
10036,2016,ACURA,ILX,2016 Acura ILX 4 DR FWD,,5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.107,0,No Tip,5,Standard,Optional,Optional,52,6,0,2016/ACURA/ILX/2016 Acura ILX 4 DR FWD.png
10026,2016,ACURA,MDX,2016 Acura MDX SUV AWD,,5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0,No Tip,5,Standard,Optional,Optional,363,7,3,2016/ACURA/MDX/2016 Acura MDX SUV AWD.png
10027,2016,ACURA,MDX,2016 Acura MDX SUV FWD,,5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0,No Tip,5,Standard,Optional,Optional,363,7,3,2016/ACURA/MDX/2016 Acura MDX SUV FWD.png
10037,2016,ACURA,RDX,2016 Acura RDX SUV FWD,,5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0,No Tip,5,Standard,Optional,Optional,40,2,1,2016/ACURA/RDX/2016 Acura RDX SUV FWD.png
10038,2016,ACURA,RDX,2016 Acura RDX SUV AWD,,5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.155,0,No Tip,5,Standard,Optional,Optional,40,2,1,2016/ACURA/RDX/2016 Acura RDX SUV AWD.png
10024,2016,ACURA,RLX,2016 Acura RLX 4 DR FWD,,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.097,0,No Tip,5,Standard,Standard,Standard,5,0,2,2016/ACURA/RLX/2016 Acura RLX 4 DR FWD.png
10025,2016,ACURA,RLX SPORT HYBRID,2016 Acura RLX Sport Hybrid 4 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.097,0,No Tip,5,Standard,Standard,Standard,2,0,3,2016/ACURA/RLX SPORT HYBRID/2016 Acura RLX Sport Hybrid 4 DR AWD.png
10174,2016,ACURA,TLX,2016 Acura TLX 4 DR AWD,,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.098,0,No Tip,5,Standard,Optional,Optional,110,3,2,2016/ACURA/TLX/2016 Acura TLX 4 DR AWD.png
10175,2016,ACURA,TLX,2016 Acura TLX 4 DR FWD,,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.098,0,No Tip,5,Standard,Optional,Optional,110,3,2,2016/ACURA/TLX/2016 Acura TLX 4 DR FWD.png
10333,2016,ALFA ROMEO,4C,2016 Alfa Romeo 4C 2 DR 2WD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2016/ALFA ROMEO/4C/2016 Alfa Romeo 4C 2 DR 2WD.png
10334,2016,ALFA ROMEO,4C SPIDER,2016 Alfa Romeo 4C Spider 2WD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2016/ALFA ROMEO/4C SPIDER/2016 Alfa Romeo 4C Spider 2WD.png
10082,2016,AUDI,A3,2016 Audi A3 4 DR AWD,,5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.109,0,No Tip,5,Standard,Optional,Optional,112,6,2,2016/AUDI/A3/2016 Audi A3 4 DR AWD.png
10083,2016,AUDI,A3,2016 Audi A3 4 DR FWD,,5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.109,0,No Tip,5,Standard,Optional,Optional,112,6,2,2016/AUDI/A3/2016 Audi A3 4 DR FWD.png
10335,2016,AUDI,A3,2016 Audi A3 C FWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,65,3,0,2016/AUDI/A3/2016 Audi A3 C FWD.png
10336,2016,AUDI,A3,2016 Audi A3 C AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,Optional,112,6,2,2016/AUDI/A3/2016 Audi A3 C AWD.png
10337,2016,AUDI,A3 SPORTBACK E-TRON,2016 A3 Sportback e-tron FWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,0,0,0,2016/AUDI/A3 SPORTBACK E-TRON/2016 A3 Sportback e-tron FWD.png
10085,2016,AUDI,A4,2016 Audi A4 4 DR AWD,,5,5,5,5,5,4,5,4,5,5,5,Not Rated,0.099,0,No Tip,5,Standard,Optional,No,25,3,0,2016/AUDI/A4/2016 Audi A4 4 DR AWD.png
10086,2016,AUDI,A4,2016 Audi A4 4 DR FWD,,5,5,5,5,5,4,5,4,5,5,5,Not Rated,0.099,0,No Tip,5,Standard,Optional,No,25,3,0,2016/AUDI/A4/2016 Audi A4 4 DR FWD.png
10338,2016,AUDI,A5,2016 Audi A5 C AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,7,3,0,2016/AUDI/A5/2016 Audi A5 C AWD.png
10339,2016,AUDI,A5,2016 Audi A5 2 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,7,3,0,2016/AUDI/A5/2016 Audi A5 2 DR AWD.png
10006,2016,AUDI,A6,2016 Audi A6 4 DR AWD,,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.09,0,No Tip,5,Standard,Optional,No,51,3,0,2016/AUDI/A6/2016 Audi A6 4 DR AWD.png
10007,2016,AUDI,A6,2016 Audi A6 4 DR FWD,,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.09,0,No Tip,5,Standard,Optional,No,51,3,0,2016/AUDI/A6/2016 Audi A6 4 DR FWD.png
10340,2016,AUDI,A7,2016 Audi A7 4 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,15,3,0,2016/AUDI/A7/2016 Audi A7 4 DR AWD.png
10341,2016,AUDI,A8 LWB,2016 Audi A8 LWB 4 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,10,4,0,2016/AUDI/A8 LWB/2016 Audi A8 LWB 4 DR AWD.png
10342,2016,AUDI,A8 NWB,2016 Audi A8 NWB 4 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Optional,No,10,4,0,2016/AUDI/A8 NWB/2016 Audi A8 NWB 4 DR AWD.png
