VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
17140,2023,ACURA,INTEGRA,2023 Acura INTEGRA 5 HB FWD,https://static.nhtsa.gov/images/vehicles/50569_st0640_046.png,5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0,No Tip,5,Standard,Standard,Standard,199,2,1,2023/ACURA/INTEGRA/2023 Acura INTEGRA 5 HB FWD.png
17041,2023,ACURA,MDX,2023 Acura MDX SUV FWD,https://static.nhtsa.gov/images/vehicles/15124_st0640_046.png,5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.151,0,No Tip,5,Standard,Standard,Standard,15,0,1,2023/ACURA/MDX/2023 Acura MDX SUV FWD.png
17042,2023,ACURA,MDX,2023 Acura MDX SUV AWD,https://static.nhtsa.gov/images/vehicles/15124_st0640_046.png,Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0,0, ,5,Standard,Standard,Standard,15,0,1,2023/ACURA/MDX/2023 Acura MDX SUV AWD.png
18490,2023,ACURA,RDX,2023 Acura RDX SUV FWD,,5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.165,0,No Tip,5,Standard,Standard,Standard,14,1,0,2023/ACURA/RDX/2023 Acura RDX SUV FWD.png
18491,2023,ACURA,RDX,2023 Acura RDX SUV AWD,,5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.15,0,No Tip,5,Standard,Standard,Standard,14,1,0,2023/ACURA/RDX/2023 Acura RDX SUV AWD.png
18492,2023,ACURA,TLX,2023 Acura TLX 4 DR FWD,https://static.nhtsa.gov/images/vehicles/14966_st0640_046.png,5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.09,0,No Tip,5,Standard,Standard,Standard,3,1,1,2023/ACURA/TLX/2023 Acura TLX 4 DR FWD.png
18493,2023,ACURA,TLX,2023 Acura TLX 4 DR AWD,https://static.nhtsa.gov/images/vehicles/15044_st0640_046.png,5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.09,0,No Tip,5,Standard,Standard,Standard,3,1,1,2023/ACURA/TLX/2023 Acura TLX 4 DR AWD.png
17278,2023,ALFA,GIULIA,2023 Alfa Giulia 4 DR RWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,2,2,0,2023/ALFA/GIULIA/2023 Alfa Giulia 4 DR RWD.png
17279,2023,ALFA,GIULIA,2023 Alfa Giulia 4 DR AWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,2,2,0,2023/ALFA/GIULIA/2023 Alfa Giulia 4 DR AWD.png
17280,2023,ALFA,GIULIA QUADRIFOGLIO,2023 Alfa Giulia Quadrifoglio 4 DR RWD,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,0,0,0,2023/ALFA/GIULIA QUADRIFOGLIO/2023 Alfa Giulia Quadrifoglio 4 DR RWD.png
17281,2023,ALFA,STELVIO,2023 Alfa Stelvio SUV RWD,https://static.nhtsa.gov/images/vehicles/50167_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,3,3,0,2023/ALFA/STELVIO/2023 Alfa Stelvio SUV RWD.png
17282,2023,ALFA,STELVIO,2023 Alfa Stelvio SUV AWD,https://static.nhtsa.gov/images/vehicles/50167_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,3,3,0,2023/ALFA/STELVIO/2023 Alfa Stelvio SUV AWD.png
17283,2023,ALFA,STELVIO QUADRIFOGLIO,2023 Alfa Stelvio Quadrifoglio SUV AWD,https://static.nhtsa.gov/images/vehicles/50167_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Optional,0,0,0,2023/ALFA/STELVIO QUADRIFOGLIO/2023 Alfa Stelvio Quadrifoglio SUV AWD.png
18494,2023,AUDI,AUDI A3,2023 Audi Audi A3 4 DR FWD,https://static.nhtsa.gov/images/vehicles/50245_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Standard,3,2,0,2023/AUDI/AUDI A3/2023 Audi Audi A3 4 DR FWD.png
18495,2023,AUDI,AUDI A3,2023 Audi Audi A3 4 DR AWD,https://static.nhtsa.gov/images/vehicles/50245_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,Standard,Standard,3,2,0,2023/AUDI/AUDI A3/2023 Audi Audi A3 4 DR AWD.png
