VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
4916,2003,ACURA,CL,2003 Acura 3.2 CL 2-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1780_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Optional,No,No,78,5,4,2003/ACURA/CL/2003 Acura 3.2 CL 2-DR. w_SAB.png
4922,2003,ACURA,MDX,2003 Acura MDX 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0523_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,4,Not Rated,0,0, ,Not Rated,Standard,No,No,211,13,5,2003/ACURA/MDX/2003 Acura MDX 4-DR. w_SAB.png
4923,2003,ACURA,NSX-T,2003 Acura NSX-T Convertible,https://static.nhtsa.gov/images/vehicles/1145_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,6,0,0,2003/ACURA/NSX-T/2003 Acura NSX-T Convertible.png
4921,2003,ACURA,RL,2003 Acura 3.5 RL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0163_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0, ,Not Rated,Standard,No,No,14,1,0,2003/ACURA/RL/2003 Acura 3.5 RL 4-DR. w_SAB.png
4924,2003,ACURA,RSX,2003 Acura RSX 2-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1797_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0, ,Not Rated,No,No,No,31,4,0,2003/ACURA/RSX/2003 Acura RSX 2-DR. w_SAB.png
4954,2003,ACURA,TL,2003 Acura 3.2 TL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1779_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,4,5,Not Rated,Not Rated,Not Rated,Not Rated,4,0,0, ,Not Rated,Optional,No,No,396,5,4,2003/ACURA/TL/2003 Acura 3.2 TL 4-DR. w_SAB.png
4925,2003,AUDI,A4,2003 Audi A4 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1150_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,5,4,Not Rated,Not Rated,Not Rated,4,Not Rated,0,0, ,Not Rated,Standard,No,No,215,4,0,2003/AUDI/A4/2003 Audi A4 4-DR. w_SAB.png
4926,2003,AUDI,A4 AVANT,2003 Audi A4 Avant 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1150_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,215,4,0,2003/AUDI/A4 AVANT/2003 Audi A4 Avant 4-DR. w_SAB.png
4823,2003,AUDI,A4 CABRIOLET,2003 Audi A4 Cabriolet Convertible,https://static.nhtsa.gov/images/vehicles/1137_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,215,4,0,2003/AUDI/A4 CABRIOLET/2003 Audi A4 Cabriolet Convertible.png
4890,2003,AUDI,A6,2003 Audi A6 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1149_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,71,7,1,2003/AUDI/A6/2003 Audi A6 4-DR. w_SAB.png
4891,2003,AUDI,A6 AVANT/S6 AVANT,2003 Audi A6Avant/S6 Avant 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1146_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,5,0,0,2003/AUDI/A6 AVANT/S6 AVANT/2003 Audi A6Avant_S6 Avant 4-DR. w_SAB.png
4906,2003,AUDI,A8,2003 Audi  A8 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1500_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,8,1,0,2003/AUDI/A8/2003 Audi  A8 4-DR. w_SAB.png
4904,2003,AUDI,ALLROAD,2003 Audi Allroad w/SAB,https://static.nhtsa.gov/images/vehicles/0708_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,85,7,1,2003/AUDI/ALLROAD/2003 Audi Allroad w_SAB.png
4831,2003,AUDI,RS6,2003 Audi RS6 4-DR.,https://static.nhtsa.gov/images/vehicles/1833_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,48,2,0,2003/AUDI/RS6/2003 Audi RS6 4-DR..png
4749,2003,AUDI,S4,2003 Audi S4 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1150_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,6,1,0,2003/AUDI/S4/2003 Audi S4 4-DR. w_SAB.png
4750,2003,AUDI,S4 AVANT,2003 Audi S4 Avant 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1150_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,1,1,0,2003/AUDI/S4 AVANT/2003 Audi S4 Avant 4-DR. w_SAB.png
4751,2003,AUDI,S8,2003 Audi S8 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/1144_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,3,0,0,2003/AUDI/S8/2003 Audi S8 4-DR. w_SAB.png
4753,2003,AUDI,TT,2003 Audi TT 2-DR. Convertible w/SAB,https://static.nhtsa.gov/images/vehicles/2128_st0640_046.jpg,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,0,0, ,Not Rated,Standard,No,No,18,1,0,2003/AUDI/TT/2003 Audi TT 2-DR. Convertible w_SAB.png
