VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
4148,2000,ACURA,RL,2000 Acura RL 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0163_st0640_046.jpg,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,70,4,0,2000/ACURA/RL/2000 Acura RL 4-DR. w_SAB.png
4144,2000,AUDI,A8,2000 Audi  A8 4-DR. w/SAB,,Not Rated,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,8,2,0,2000/AUDI/A8/2000 Audi  A8 4-DR. w_SAB.png
4147,2000,BUICK,CENTURY,2000 Buick Century 4-DR.,https://static.nhtsa.gov/images/vehicles/0187_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,219,7,1,2000/BUICK/CENTURY/2000 Buick Century 4-DR..png
4102,2000,BUICK,LESABRE,2000 Buick LeSabre 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0186_st0640_046.jpg,Not Rated,Not Rated,5,5,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,696,5,2,2000/BUICK/LESABRE/2000 Buick LeSabre 4-DR. w_SAB.png
4141,2000,BUICK,REGAL,2000 Buick Regal 4-DR,https://static.nhtsa.gov/images/vehicles/0180_st0640_046.jpg,Not Rated,Not Rated,4,3,Not Rated,3,3,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,199,10,3,2000/BUICK/REGAL/2000 Buick Regal 4-DR.png
4103,2000,CADILLAC,DEVILLE,2000 Cadillac Deville 4-DR. w/SAB,https://static.nhtsa.gov/images/vehicles/0018_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,248,5,1,2000/CADILLAC/DEVILLE/2000 Cadillac Deville 4-DR. w_SAB.png
4114,2000,CADILLAC,ESCALADE,2000 Cadillac Escalade 4x4,,Not Rated,Not Rated,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,85,4,3,2000/CADILLAC/ESCALADE/2000 Cadillac Escalade 4x4.png
4072,2000,CHEVROLET,ASTRO,2000 Chevrolet Astro  4x2,https://static.nhtsa.gov/images/vehicles/0507_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,201,2,0,2000/CHEVROLET/ASTRO/2000 Chevrolet Astro  4x2.png
4140,2000,CHEVROLET,BLAZER,2000 Chevrolet Blazer 4-DR. 4x4,https://static.nhtsa.gov/images/vehicles/0416_st0640_046.jpg,Not Rated,Not Rated,3,4,Not Rated,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,626,4,3,2000/CHEVROLET/BLAZER/2000 Chevrolet Blazer 4-DR. 4x4.png
4058,2000,CHEVROLET,CAMARO,2000 Chevrolet Camaro 2-DR.,https://static.nhtsa.gov/images/vehicles/0340_st0640_046.jpg,Not Rated,Not Rated,4,5,Not Rated,3,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,No,No,No,99,4,0,2000/CHEVROLET/CAMARO/2000 Chevrolet Camaro 2-DR..png
