VehicleId,ModelYear,Make,Model,VehicleDescription,VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,CombinedSideBarrierAndPoleRatingFront,CombinedSideBarrierAndPoleRatingRear,SideBarrierRatingOverall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,DynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ImagePath
276,2011,ACURA,MDX,2011 Acura MDX SUV AWD,https://static.nhtsa.gov/images/vehicles/7303_st0640_046.png,5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.14,0,No Tip,5,Standard,Optional,No,66,0,0,2011/ACURA/MDX/2011 Acura MDX SUV AWD.png
277,2011,ACURA,RDX,2011 Acura RDX SUV FWD,https://static.nhtsa.gov/images/vehicles/6995_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,16,2,0,2011/ACURA/RDX/2011 Acura RDX SUV FWD.png
586,2011,ACURA,RDX,2011 Acura RDX SUV AWD,https://static.nhtsa.gov/images/vehicles/7378_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0,No Tip,Not Rated,Standard,No,No,16,2,0,2011/ACURA/RDX/2011 Acura RDX SUV AWD.png
278,2011,ACURA,RL,2011 Acura RL 4 DR AWD,https://static.nhtsa.gov/images/vehicles/7377_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.097,0,No Tip,Not Rated,Standard,Optional,No,3,6,0,2011/ACURA/RL/2011 Acura RL 4 DR AWD.png
279,2011,ACURA,TL,2011 Acura TL 4 DR FWD,https://static.nhtsa.gov/images/vehicles/7376_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.093,0,No Tip,Not Rated,Standard,No,No,20,3,0,2011/ACURA/TL/2011 Acura TL 4 DR FWD.png
587,2011,ACURA,TL,2011 Acura TL 4 DR AWD,https://static.nhtsa.gov/images/vehicles/7155_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.093,0,No Tip,Not Rated,Standard,No,No,20,3,0,2011/ACURA/TL/2011 Acura TL 4 DR AWD.png
280,2011,ACURA,TSX,2011 Acura TSX 4 DR FWD,https://static.nhtsa.gov/images/vehicles/7311_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,No,No,44,7,0,2011/ACURA/TSX/2011 Acura TSX 4 DR FWD.png
281,2011,ACURA,TSX SPORT WAGON,2011 Acura TSX Sport Wagon SW FWD,https://static.nhtsa.gov/images/vehicles/7375_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,Standard,No,No,2,5,0,2011/ACURA/TSX SPORT WAGON/2011 Acura TSX Sport Wagon SW FWD.png
282,2011,ACURA,ZDX,2011 Acura ZDX SUV AWD,https://static.nhtsa.gov/images/vehicles/7433_st0640_046.png,5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.13,0,No Tip,5,Standard,Optional,No,2,8,0,2011/ACURA/ZDX/2011 Acura ZDX SUV AWD.png
1,2011,AUDI,A3,2011 Audi A3 4 DR FWD,https://static.nhtsa.gov/images/vehicles/7284_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,Standard,No,No,42,4,2,2011/AUDI/A3/2011 Audi A3 4 DR FWD.png
