ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
10420035,"ADVANCED BUS INDUSTRIES, LLC",0,0,0,0,08/11/2011,08/18/2011,,"SEATS,EQUIPMENT,ELECTRICAL SYSTEM","THE BUSES AT SCHLLTERBAUN ARE VARY UNSAFE HALF OF THEM THE GAUGES ON THEM DON'T WORK THE SEATS WE SIT IN ARE UNSTEADY OR CANT MOVE TO BE COMFORTABLE. I THINK SOMEONE NEEDS TO LOOK IN TO THE BUSES ALL OF THEM HAVE SOMETHING UNSAFE ABOUT THEM.  YOU TURN SOMETHING IN ON THEM AND IT SEAMS THEY DON'T CARE, JUST AS LONG AS IT ROLLS DOWN THE STREET.  IM NOT SURE ON THE VEHICLE YEAR OR MAKE.  *KB",ABI,MSV
517920,Honda (American Honda Motor Co.),0,0,0,0,05/18/1997,07/02/1997,JH4DC2382TS,"SERVICE BRAKES, HYDRAULIC","WARPED ROTORS, CAUSING BRAKES TO SHAKE/VIBRATE.",ACURA,INTEGRA
540779,Honda (American Honda Motor Co.),0,0,0,0,,09/11/1998,JH4DC4345TS,VISIBILITY,PASSENGER POWER WINDOW MOTOR FAILED.,ACURA,INTEGRA
602689,Honda (American Honda Motor Co.),0,0,0,0,12/26/1996,02/12/1997,JH4DB7661TS,VISIBILITY,FRONT WINDSHIELD CRACKED TWICE.,ACURA,INTEGRA
602713,Honda (American Honda Motor Co.),0,0,0,0,,05/16/1997,JH4DB7556TS,EQUIPMENT,TAPE FAILED.,ACURA,INTEGRA
602805,Honda (American Honda Motor Co.),0,0,0,0,12/31/1996,02/12/1997,JH4DC4357TS,AIR BAGS,OTHER: DRIVER'S SIDE AIRBAG DEFECTIVE.,ACURA,INTEGRA
603575,Honda (American Honda Motor Co.),0,0,0,0,09/01/1996,10/27/1997,JH4DC2382TS,STEERING,POWER STEERING PUMP AND SYSTEM FAILED.,ACURA,INTEGRA
604300,Honda (American Honda Motor Co.),0,0,0,0,08/01/1996,10/27/1997,JH4DC4450TS,ELECTRICAL SYSTEM,ELECTRICAL HARNESS FAILED.,ACURA,INTEGRA
605030,Honda (American Honda Motor Co.),0,0,0,0,11/01/1996,09/19/1997,JH4DC2397TS,"FUEL SYSTEM, OTHER",FUEL SENDER FAILED.,ACURA,INTEGRA
605105,Honda (American Honda Motor Co.),0,0,0,0,,10/01/1997,JH4DC2395TS,AIR BAGS,AIR BAG LIGHT CONTINUALLY ILLUMINATES.,ACURA,INTEGRA
