ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
538398,Ford Motor Company,0,0,0,0,,07/16/1998,5RO7C219764,"FUEL SYSTEM, GASOLINE",OWNER CONCERNED THAT FUEL TANK WILL RUPTURE IN A REAR END COLLISION AND RESULT IN A FIRE.,FORD,MUSTANG
733514,Ford Motor Company,0,0,0,0,08/01/1998,10/05/2000,5R08A203647,TIRES,"TIRE ONLY HAD 5-6000 MILES USE, ENTIRE TRED AREA DETACHED AS DONUT WRAPPED AROUND AXLE AND DAMAGED FENDER .*AK (TIRESIZE: P185/75SR1)( DOT NUMBER:   TIRE SIZE: P185/75SR1 )",FORD,MUSTANG
10022583,Ford Motor Company,0,0,0,0,05/31/2003,07/10/2003,SF07A362335,TIRES,"VEHICLE WAS PARKED, THE OWNER HEARD A BIG ""BANG"" NOISE COMING  FROM THE CAR.  A MICHELIN  REGAL SPORT TIRE BLEWOUT WITH  OUT ANY REASON.   *AK  THE CONSUMER DISCOVERED THE DRIVER'S SIDE FRONT TIRE EXPERIENCED A BLOW OUT.  (TIRE MODEL/REGAL SPORT CHALLENGER)   *SCC   *JB",FORD,MUSTANG
10937513,Ford Motor Company,1,1,0,1,12/13/1975,12/26/2016,,"ELECTRICAL SYSTEM,STRUCTURE,FUEL/PROPULSION SYSTEM",1965 FORD MUSTANG STALLED DURING RAINY EVENING AND CAME TO A STOP. VEHICLE WAS THEN HIT FROM BEHIND BY ANOTHER VEHICLE. THE MUSTANG EXPLODED AND INCINERATED THE DRIVER.,FORD,MUSTANG
557979,Ford Motor Company,0,0,0,0,10/03/2000,12/07/2000,,TIRES,THE LEFT REAR TIRE BLEW CAUSING THE FENDER SKIRT TO COME OFF AND STRIKE A FOLLOWING VEHICLE (OHIO TRAFFIC CRASH REPORT).(NO MAKE/MODEL OF THE TIRE PROVIDED)  *MJS,FORD,THUNDERBIRD
768621,Harley-Davidson Motor Company,0,0,0,0,05/29/2001,10/19/2002,0AB0294,ENGINE AND ENGINE COOLING,"NEW MOTOR INSTALLED & FAILED.   ALSO MECHANIC AT MDO CYCLES , 7901 CESSNA AVE., UNIT D, GAITHERSBURG,MD 20879  ( 301-948-1704 ) FAILED TO ASSEMBLE CYCLE PROPERLY. I HAVE A LETTER ALREADY MADE UP & I`LL TRY TO ATTACH IT TO THIS EMAIL.  DT",HARLEY-DAVIDSON,FL
872264,INTERNATIONAL TRUCK & ENGINE CORPORATION,0,0,0,0,,10/04/2000,,"SERVICE BRAKES, AIR","INTERNATIONAL MODEL 1100, OWNER INSTALLED AFTER MARKET BRAKE SHOES MADE BY RAY-LOC. BRAKE SHOE MATERIAL CRACKED FROM EXCESSIVE PEDAL EFFORT, REQUIRED TO STOP THE TRUCK.  POINT IS THAT BRAKES DIDN'T STOP THE TRUCK AS REQUIRED BY THE DOT GUIDELINES. OWNER HAS INSTALLED ANOTHER BRAND OF BRAKE SHOES, WHICH OPERATED FINE.*AK",INTERNATIONAL HARVESTER,INTERNATIONAL HARVESTER
565559,"Volkswagen Group of America, Inc.",0,0,0,0,12/01/1965,04/30/2002,DLP0853847C,TIRES,CONSUMER COMPLAINS OF TIRE FAILURE.  *JG,VOLKSWAGEN,BEETLE
566314,"Volkswagen Group of America, Inc.",0,0,0,0,05/03/2001,02/26/2002,,TIRES,CONSUMER PURCHSED TIRES AND THEY FAILED.  THE TIRE BRAND AND MANUFACTURER WAS NOT GIVEN.  THE TIRE SIZE IS 165/R15.  THESE TIRES WERE PURCHASED FROM D & D LOCATED IN RICHMOND CALIFORNIA.  *JG,VOLKSWAGEN,VOLKSWAGEN
9006376,"Volkswagen Group of America, Inc.",0,0,0,0,05/03/2001,02/21/2002,,TIRES,"TIRES CAME APART IN THE DRIVE WAY, REPLACE THE TIRES.",VOLKSWAGEN,VOLKSWAGEN
