ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
510389,"Volkswagen Group of America, Inc.",0,0,0,0,10/21/1996,10/21/1996,,EQUIPMENT,AIR CONDITIONER FAILED.,AUDI,5000
566292,"BMW of North America, LLC",0,0,0,0,04/19/2002,06/27/2002,,TIRES,"WHILE TRAVELING 65-70 MPH TIRE BLOWOUT AND RIGHT FRONT TIRE TREAD SEPARATED AND CAUSED DAMAGE TO RIGHT FRONT FENDER.  CONSUMER STATES WHEN THE TIRE BLOWOUT THE VEHICLE PULLED TO THE RIGHT, NO TIRE INFORMATION GIVEN. (OHIO TRAFFIC CRASH REPORT). *YD",BMW,320
534425,"General Motors, LLC",0,0,0,0,,04/21/1998,1G4AL69A6BG,"SERVICE BRAKES, HYDRAULIC",REAR WHEEL BRAKE CYLINDERS ROTATE IN BACKING PLATE CAUSING THE REAR BRAKES TO LOCK UP.,BUICK,CENTURY
489887,"General Motors, LLC",0,0,0,0,05/03/1995,05/03/1995,1G4AC69X48W,"FUEL SYSTEM, GASOLINE",CHOKE PULLOFF FAILED.,BUICK,SKYLARK
979980,"General Motors, LLC",0,0,0,0,02/16/1996,03/01/1996,,STEERING,"STEERING WHEEL LOCKED WHILE MAKING A TURN, CAUSING TOTAL LOSS OF STEERING.  *AK",CADILLAC,DEVILLE
734487,"General Motors, LLC",0,0,0,0,,10/17/2000,1G6AB6992B9,TIRES,I CAN E-MAIL PICTURE OF TREAD SEPERATION ON SPAIR TIRE IN TRUNK OF CAR.  *AK (DOT NUMBER: VDHLV87438  TIRESIZE: P235/75R15),CADILLAC,FLEETWOOD
524819,"General Motors, LLC",0,0,3,0,03/09/1997,11/17/1997,1G6AS6996BE,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION CAUSED ACCIDENT.,CADILLAC,SEVILLE
973104,"General Motors, LLC",0,0,0,0,08/15/1990,10/10/1995,1G8EK18L0BF,SEAT BELTS,"WHERE BELT GOES INTO SHOULDER BELT HOLDER DOES NOT GRAB/LOCK UP AS INTENDED, WHEN JERKED ON.  TT",CHEVROLET,BLAZER
482784,"General Motors, LLC",0,0,0,0,11/18/1993,03/08/1995,,SEAT BELTS,SEAT BELT/SHOULDER HARNESS FAILED DURING A HEAD-ON COLLISION.  *AW,CHEVROLET,C SERIES(LIGHT)
483049,"General Motors, LLC",0,0,2,0,11/18/1993,08/04/1995,1GCEK14H1BF,SEAT BELTS,"DRIVER'S/PASSENGER'S SEAT BELT RETRACTORS FAILED TO LOCK DURING ACCIDENT, CAUSING INJURIES.  *SKD",CHEVROLET,C SERIES(LIGHT)
538995,"General Motors, LLC",0,0,0,0,,08/12/1998,,"FUEL SYSTEM, GASOLINE",POOR DESIGN OF THE LOCATION OF THE GAS TANK.,CHEVROLET,C10
802735,"General Motors, LLC",0,0,0,0,,09/20/1996,2GCDC14H4B1,"FUEL SYSTEM, GASOLINE","PURCHASED TRUCK USED,   FUEL TANK DOESN'T HAVE A PLATE , THE DOORS DON'T SHUT RIGHT . *AK *JB",CHEVROLET,C10
