ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
8007410,"ALFA ROMEO, INCORPORATED",0,0,0,0,,04/11/2002,ZARBA5412E1,WHEELS,TOOK VEHICLE TO DEALER TO HAVE TIRES ROTATED AND THE LEFT REAR WHEEL FELL OFF DUE TO FAILURE TO TORQUE  NUTS DOWN.*AK,ALFA ROMEO,SPIDER
10107841,AM GENERAL LLC,1,0,1,2,05/19/1984,01/24/2005,,"FUEL SYSTEM, GASOLINE",CAR STALLED ON LEFT TURN.  CAR BACKED UP AND DARTED OUT INTO TRAFFIC RUNNING INTO MY FRIEND AND I ON THE BACK OF HIS MOTORCYCLE.  THE ACCIDENT KILLED TWO AND SEVERELY INJURED ME.  THE 1984 CHEVROLET CITATION HAD PROBLEMS WITH THE FLOATER INTAKE VALVE CAUSING IT TO STALL ON A LEFT.  INVESTIGATORS MISSED THIS DETAIL.  I AM IN CONSTANT PAIN AND I AM HAVING TROUBLE USING THIS WEB SITE.  I HAVE SUFFERED BRAIN DAMAGE BESIDES THE BROKEN AND CRUSHED BONES THAT THE ACCIDENT LEFT ME WITH.  *NM,AM GENERAL,M998
478914,"Chrysler (FCA US, LLC)",0,0,0,0,12/13/1994,12/13/1994,2CCCK3851E8,STRUCTURE,DOORS WON'T STAY OPEN IN COLD WEATHER DUE TO BEING OUT OF ADJUSTMENT.    *AK,AMERICAN MOTORS,EAGLE
811909,"Chrysler (FCA US, LLC)",0,0,0,0,04/01/1992,05/01/1997,,SEAT BELTS,"PASSIVE RESTRAINTS: DRIVER'S AND PASSENGER'S SEAT BELT BUCKLES BROKE AND THE ENTIRE  SEATBELT SYSTEM FAILED,  CAUSE UNKNOWN.   *AK",AMERICAN MOTORS,EAGLE
10537655,"Chrysler (FCA US, LLC)",0,0,0,0,08/01/2013,08/28/2013,2CCCK3555EB,UNKNOWN OR OTHER,1984 AMERICAN MOTORS EAGLE.  CONSUMER REQUESTS RECALL NOTICE INFORMATION FOR VEHICLE.  *SMD,AMERICAN MOTORS,EAGLE
500686,"Volkswagen Group of America, Inc.",0,0,0,0,12/01/1995,01/15/1996,WAUFB0818EA,ELECTRICAL SYSTEM,IGNITION COIL PROBLEM.  AK,AUDI,4000
705785,"Volkswagen Group of America, Inc.",0,0,0,0,12/15/1998,04/19/1999,WAUFB0857EA,"POWER TRAIN,STRUCTURE","FIRST THE REPORT ON DOOR HANDLES.  THE HANDLES ARE MADE FROM POT METAL AND OVER TIME STRESS CRACK.  YOU MAY SIMPLY TRY TO OPEN THE DOOR ONE DAY AND THE HANDLE LITERALLY COMES OFF IN YOUR HAND.  IF THE VEHICLE WERE IN AN ACCIDENT, IT WOULD BE IMPOSSIBLE TO OPEN THE DOOR FROM THE OUTSIDE.  V.W. RABBITS AND GOLF'S WERE ALSO PRONE TO THIS.  SECOND REPORT: FAILED TRANSAXLE SEALS  CAN THROW TRANSAXLE OIL ON CATALYTIC CONVERTER AND OTHER HOT SURFACES, CREATING A SERIOUS FIRE HAZZARD. *AK",AUDI,4000
961055,"Volkswagen Group of America, Inc.",0,0,0,0,,03/03/1995,,VEHICLE SPEED CONTROL,VEHICLE HAD SUDDEN ACCELERATION WITH NO WARNING AND BRAKE PEDAL WOULD NOT OVERRIDE.OCCURED 4 TIMES.  TT,AUDI,4000
10082042,"Volkswagen Group of America, Inc.",0,0,0,0,07/15/2004,08/20/2004,WAUBD0850EA,"FUEL SYSTEM, GASOLINE",THE CONSUMER SMELLED GAS  COMING FROM THE VEHICLE. THE CONSUMER EXAMINED THE VEHICLE AND DISCOVERED THE FUEL RAIL WAS LEAKING GAS WHICH IN TURN LEAKED ONTO THE DRIVEWAY AND DOWN THE FUEL LINES.   *JB  (THIS WAS A HUGE FUEL LEAK AND WAS UNDER PRESSURE WHEN THE VEHICLE WAS IN MOTION)   *SC   *JB,AUDI,4000
10221945,"Volkswagen Group of America, Inc.",0,0,0,0,07/20/2004,03/21/2008,WAUBD0850EA,"SERVICE BRAKES, HYDRAULIC,FUEL SYSTEM, GASOLINE","TL*THE CONTACT OWNS A 1984 AUDI 4000.  THE FUEL AND BRAKE LINES BEGAN LEAKING UNDERNEATH THE VEHICLE.  THE FUEL LINE FAILED IN JULY OF 2004.  THE CLAMPS THAT SECURE THE LINES BENEATH THE VEHICLE FAILED.  THE VEHICLE WAS TAKEN TO THE DEALER IN 2004 AND WANTED $1,000 TO REPLACE THE FUEL LINE.  THE PURCHASE DATE WAS UNKNOWN.  THE CURRENT MILEAGE WAS 120,000 AND FAILURE MILEAGE WAS 97,653.",AUDI,4000
480101,"Volkswagen Group of America, Inc.",0,0,0,0,09/30/1994,09/30/1994,WAUFB00448E,POWER TRAIN,PAINT PEELING ON INSIDE OF TRANSMISSION LID.   *SDK,AUDI,5000
489383,"Volkswagen Group of America, Inc.",0,0,0,0,09/01/1994,04/20/1995,WAUFB0446EN,POWER TRAIN,TRANSMISSION REBUILT DUE TO LINKAGE FAILURES.  *SKD,AUDI,5000
507682,"Volkswagen Group of America, Inc.",0,0,0,0,,08/20/1996,,"STEERING,SERVICE BRAKES, HYDRAULIC","REPLACED POWER STEERING PUMP 8 TIMES, ALSO REPLACED POWER BRAKES.  *AK",AUDI,5000
549568,"Volkswagen Group of America, Inc.",0,0,0,0,,10/29/1999,,VISIBILITY,HEATER CORE EXPLODED CAUSING POOR VISIBILITY WHEN SMOKE CAME THROUGH VENTILLATION. MJS,AUDI,5000
809460,"Volkswagen Group of America, Inc.",1,0,0,0,,02/27/1997,,VEHICLE SPEED CONTROL,"OWNER WAS IN AN ACCIDENT BECAUSE THE VEHICLE ACCELERATED FOR NO REASON, CAUSING HIGH RPM AND AN INCREASE IN VEHICLE SPEED.   *AK",AUDI,5000
