ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
510348,Honda (American Honda Motor Co.),0,0,0,0,10/01/1995,10/21/1996,JH4DC4458SS,EXTERIOR LIGHTING,"THIRD BRAKE LIGHT DISCONNECTED WHEN SPOILER INSTALLED, CAN'T OPERATE W/SPOILER DUE TO ITS SMALL LIGHT BULB.",ACURA,INTEGRA
513632,Honda (American Honda Motor Co.),0,0,0,0,,01/17/1997,,POWER TRAIN,"AUTOMATIC TRANSMISSION DOES NOT WORK SMOOTHLY AND PROPERLY, A JOLT HAPPENS WHEN THE SPEED REACHES 2500 RPMS.",ACURA,INTEGRA
517032,Honda (American Honda Motor Co.),0,0,0,0,12/01/1996,05/08/1997,JH4DC2394SS,AIR BAGS,FALSE DEPLOYMENT OF AIRBAGS DUE TO UNDERSIDE SCRAPPING THE DRIVEWAY.,ACURA,INTEGRA
523485,Honda (American Honda Motor Co.),0,0,0,0,07/01/1997,11/24/1997,JH4DB7653SS,"SERVICE BRAKES, HYDRAULIC","ABS BRAKES MALFUNCTIONED. UPON RELEASING BRAKE PEDAL, ONE CAN HEAR /FEEL A VIBRATION IN BRAKE AREA.  *AK",ACURA,INTEGRA
538812,Honda (American Honda Motor Co.),0,0,0,0,,08/04/1998,,"SERVICE BRAKES, HYDRAULIC","IF THE PARKING BRAKE IS LEFT SLIGHTLY SET WHEN YOU START THE VEHICLE, THE ABS WILL DETECT THIS AS A FAILURE AND DISABLE ITSELF.",ACURA,INTEGRA
558569,Honda (American Honda Motor Co.),0,0,0,0,,01/03/2001,,STRUCTURE,VEHICLE EXPERIENCED HATCHBACK FAILURE.   *SLC,ACURA,INTEGRA
600523,Honda (American Honda Motor Co.),0,0,0,0,11/01/1994,08/28/1995,JH4DC4457SS,INTERIOR LIGHTING,BLINKER COVER LEAKED WATER INSIDE.   *AK,ACURA,INTEGRA
600606,Honda (American Honda Motor Co.),0,0,0,0,03/01/1995,12/18/1995,JH4DC4455SS,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE. *AK,ACURA,INTEGRA
601112,Honda (American Honda Motor Co.),0,0,0,0,11/02/1994,11/02/1995,JH4DC4364SS,EQUIPMENT,POWER ANTENNA GETS STUCK.,ACURA,INTEGRA
601494,Honda (American Honda Motor Co.),0,0,0,0,07/20/1995,08/27/1995,JH4DC4467SS,ENGINE AND ENGINE COOLING,ENGINE FAILED. *DH,ACURA,INTEGRA
