ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
518792,Honda (American Honda Motor Co.),0,0,0,0,,08/11/1997,,SEAT BELTS,"AFTER CLOSING DOOR, MOTORIZED SHOULDER BELTS  MOVE IN TRACK/TIGHTEN.  LOWER PORTION OF SHOULDER BELT GETS CAUGHT IN LOWER REEL ASSEMBLY DUE TO  ANGLE OF THE ASSEMBLY IN RELATION TO ANGLE WHICH SEAT BELT IS BEING REELED OUT. *AK",ACURA,INTEGRA
522937,Honda (American Honda Motor Co.),0,0,0,0,07/27/1994,08/28/1997,JH4DA9379PS,"FUEL SYSTEM, GASOLINE","DISTRIBUTOR FAILED AT 51,000 MILES, CAUSING DAMAGE TO TIMING BELT AND CAM SHAFTS.",ACURA,INTEGRA
539014,Honda (American Honda Motor Co.),0,0,0,0,,07/11/1998,,UNKNOWN OR OTHER,UNSPECIFIED.,ACURA,INTEGRA
540548,Honda (American Honda Motor Co.),0,0,0,0,08/01/1998,09/03/1998,JH4DB1547PS,ELECTRICAL SYSTEM,DISTRIBUTOR BEARING FAILED.,ACURA,INTEGRA
558283,Honda (American Honda Motor Co.),0,0,0,0,05/01/1997,12/05/2000,,TIRES,CONSUMERS TIRES EXPERIENCED TWO BLOWOUTS AND TWO SIDEWALL CRACKS (GOODYEAR EAGLES GA BSL 0E195/60R14).  NLM,ACURA,INTEGRA
701472,Honda (American Honda Motor Co.),0,0,0,0,12/12/1998,12/19/1998,,SEAT BELTS,THE AUTOMATIC SEAT BELT RESTRAINT DOES NOT ENGAGE WENT THE IGNITION IS TURNED ON.  THE DEALER HAS TOLD ME IT WILL COST $635 TO GET THE SEAT BELT SYSTEM REPLACED.,ACURA,INTEGRA
709671,Honda (American Honda Motor Co.),0,0,0,0,,08/06/1999,JH4DA9342PS,SEAT BELTS,REAR SEAT BELTS ARE OF THE ELR TYPE - CAN NOT PUT CAR SEATS IN BACK SEAT. DEALER WON'T FIX.,ACURA,INTEGRA
744104,Honda (American Honda Motor Co.),0,0,0,0,03/24/2001,04/16/2001,JH4DA9344PS,ELECTRICAL SYSTEM,"WITHOUT WARNING THE CAR STALLED OUT ON THE FREEWAY. THE 1ST TIME WAS IN MAY 2000. ON THE FREEWAY, THE ENGINE SHUTDOWN. SANTA MONICA ACURA REPLACED THE IGNITOR, DIST. CAP AND ROTOR. THE 2ND TIME WAS MARCH 2001. PASADENA ACURA REPLACED THE IGNITION COIL. *AK",ACURA,INTEGRA
757158,Honda (American Honda Motor Co.),0,0,0,0,01/10/2002,01/21/2002,,SEAT BELTS,NO SUMMARY LISTED FOR ABOV EVEHICLE.  *AK,ACURA,INTEGRA
784432,Honda (American Honda Motor Co.),0,0,0,0,12/29/1999,01/14/2000,JH4DA9356PS,ELECTRICAL SYSTEM,"CONSUMER DRIVING ON A BUSY PARKWAY THE CAR'S ENGINE DIED ON TWO OCCASIONS DUE TO FAULTY DISTRIBUTOR, REPLACEMENT FAILED ALSO AND THE IGNITOR WAS NECESSARY TO REPAIR TO FINALLY REMEDY FAILURE.    *ET",ACURA,INTEGRA
832221,Honda (American Honda Motor Co.),0,0,0,0,,12/14/1998,,SEAT BELTS,THE AUTOMATIC SHOULDER BELTS ON THE DRIVER'S SIDE DO NOT WORK WHICH LEAVES THE DRIVER WITH NO RESTRAINT FOR THE UPPER BODY. DEALER HAS NOT SEEN.  *AK,ACURA,INTEGRA
893781,Honda (American Honda Motor Co.),0,0,0,0,07/28/1995,08/08/2001,JH4DA9466PS,"SERVICE BRAKES, HYDRAULIC,ENGINE AND ENGINE COOLING,EXTERIOR LIGHTING,EQUIPMENT","WHEN APPLYING BRAKES IT FEELS LIKE PEDAL WILL GO TO FLOOR. BRAKE PEDAL GOES DOWN TOO FAR AND IT IS SOFT, CAUSING ABS LIGHT TO COME ON.   BRAKES WORK LIKE NORMAL ONCE ABS LIGHT IS ON, AND USING REGULAR BRAKE SYSTEM .DEALER HAS ATTEMPTED TO CORRECT DEFECT, BUT DEFECT KEEPS OCCURRING.*AK  DEALER HAS REPAIRED ABS SEVERAL TIMES AND IS WILLING TO MAKE MORE, HOWEVER THIS TIME AT CONSUMERS COST, ABS LIGHT IS STILL ILLUMINATED, DEALER HAS REPLACED A PINCHED O-RING, FRONT BRAKES, MASTER CYLINDER, ALB SYSTEM MODULATOR THREE TIMES,  ALB PRESSURE HOSE, ALB PUMP, AND ACCUMULATOR, DEALER ALSO FOUND ABS VALVE STUCK, FLUSHED ALB SOLENOID, AND RESECURED BRAKE LINES, HOWEVER ABS LIGHT STILL ILLUMINATES.  PINCHED O-RING REPLACED, DEALER STATED THIS CAUSED ABS LIGHT TO ILLUMINATE.  RADIATOR FAILED AND WAS REPLACED.  RIGHT FRONT PARKING LIGHT FAILED.  ANTENNA WOULD NOT MOVE UP OR DOWN.  LOW BEAM LIGHTS WERE OUT OF ADJUSTMENT.  OIL PAN GASKET EXPERIENCED LEAK AND DEALER REPLACED GASKET.   *SLC",ACURA,INTEGRA
899068,Honda (American Honda Motor Co.),0,0,0,0,11/12/2001,11/13/2001,JH4DB1671PS,ENGINE AND ENGINE COOLING,"VEHICLE STALLS WITHOUT WARNING.  NO ACCIDENT YET, BUT IS AFRAID IT WILL HAPPEN.*AK",ACURA,INTEGRA
965478,Honda (American Honda Motor Co.),0,0,0,0,,05/18/1995,,POWER TRAIN,"WHILE DRIVING, EXPERIENCES DELAYED SHIFTING OF GEARS IN AUTOMATIC TRANSMISSION, ALSO HESITATION WHEN ACCELERATING, MUST PUSH PEDAL HARD TO GET RESPONSE.  TT",ACURA,INTEGRA
970747,Honda (American Honda Motor Co.),0,0,0,0,,08/21/1995,,ENGINE AND ENGINE COOLING,CAR OVERHEATS DIAL GOES IN THE RED THE FAN DON'T TURN ON .  TT,ACURA,INTEGRA
978437,Honda (American Honda Motor Co.),0,0,0,0,01/12/1996,01/30/1996,,"FUEL SYSTEM, GASOLINE",WATER ENTERS THE ENGINE AIR INTAKE AND CAUSED SEVERE ENGINE DAMAGED. PLEASE DESCRIBE DETAILS.  TT,ACURA,INTEGRA
10051265,Honda (American Honda Motor Co.),0,0,0,0,12/26/2003,12/29/2003,JH4DA9350PS,ELECTRICAL SYSTEM,"1993 ACURA INTEGRA, ENGINE WILL DIE WILL DRIVING - INTERMITTENTLY.  DRIVING ALONG, ALL OF A SUDDEN, RPMS GO TO 0, NO SHAKING, STUTTERING, BUT ENGINE IS OFF.  WHILE COASTING IT SOMETIMES COMES BACK ON.  OR, AFTER PULLING OFF ROAD AND STOPPING, IT'LL RESTART.  CAR ALSO INTERMITTENTLY DOES NOT START.  SOMETIMES WAITING 10-15 MINUTES HELPS, SOMETIMES LONGER.  *AK",ACURA,INTEGRA
10097499,Honda (American Honda Motor Co.),1,0,1,0,10/21/2004,10/22/2004,JH4DA9353PS,SEAT BELTS,"VEHICLE WAS IN A COLLISION WHILE DRIVING AT  30 TO 35MPH.  VEHICLE WAS HIT ON THE PASSENGER'S SIDE, AND WAS TOTALED.  VEHICLE WAS EQUIPPED WITH AUTOMATIC SAFETY BELTS WHICH STAYED IN THE UNLOCKED POSITION, CAUSING INJURY TO THE PASSENGER.  *AK",ACURA,INTEGRA
10254062,Honda (American Honda Motor Co.),0,0,0,0,11/17/2008,01/07/2009,JH4DA934XPS,"FUEL SYSTEM, OTHER",CARS DON'T START IN HOT WEATHER TURNS OVER BUT DON'T START. AND AT TIME MY CARS RPM STARTS TO GO DOWN SLOWLY THEN IT SHUTS OFF AND IT TAKES ABOUT 20 MINS AT TIME TO TURN ON SOMETIMES WHEN DRIVING. I HEAR THAT IT HAS SOMETIME TO DO WITH A POOR  SOLDER JOB ON THE COMPANY THAT MADE THE MAIN RELAYS. *TR,ACURA,INTEGRA
