ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
714509,Honda (American Honda Motor Co.),0,0,0,0,,11/09/1999,JH4DA3358HS,UNKNOWN OR OTHER,NO SUMMARY LISTED FOR ABOVE VEHICLE.  *AK,ACURA,ACURA
478367,Honda (American Honda Motor Co.),0,0,0,0,09/01/1994,09/01/1994,UNK,SEATS,SEAT MATERIAL NOT STRONG ENOUGH TO ENDURE HEAT/SUN AND NORMAL WEAR AND TEAR.  *SKD,ACURA,INTEGRA
479674,Honda (American Honda Motor Co.),0,0,0,0,06/24/1994,06/24/1994,,ENGINE AND ENGINE COOLING,TIMING BELT BROKE (4TH VEHICLE FROM 471584).  *AK,ACURA,INTEGRA
518692,Honda (American Honda Motor Co.),0,0,0,0,04/01/1994,08/08/1997,,"SERVICE BRAKES, HYDRAULIC,PARKING BRAKE","THE PIN THAT THE EMERGENCY BRAKE CABLE CONNECTS TO AT BRAKE CALIPER BECOMES RUSTY/BINDING INSIDE CALIPER, CAUSING REAR CALIPERS TO FAIL. ALSO, REPLACED BOTH REAR CALIPERS.  *AK",ACURA,INTEGRA
521637,Honda (American Honda Motor Co.),0,0,0,0,,09/03/1997,JH4DA185DHS,STRUCTURE,"HATCH BACK STRUTS HAS NOT OPERATED PROPERLY, CAUSING CONSUMER TO BE HIT ON THE HEAD CONTINUOUSLY.",ACURA,INTEGRA
553650,Honda (American Honda Motor Co.),0,0,0,0,07/12/2000,08/11/2000,JH4DA1740HS,POWER TRAIN,THE CLUTCH THROW-OUT LEVER BROKE WHICH CAUSED THE CAR TO LURCH FORWARD WHEN IT SHOULD HAVE REMAINED AT STOP.  NLM,ACURA,INTEGRA
701186,Honda (American Honda Motor Co.),0,0,0,0,,12/07/1998,,ENGINE AND ENGINE COOLING,"ACURA'S OWNER'S MANUAL MAKES NO MENTION OF THE TIMING BELT.  ACURA'S SERVICE MANUAL MAKES NO MENTION OF THE PERIODIC MILEAGE INTERVAL AT WHICH THE TIMING BELT MUST BE REPLACED.  ACURA HAS FAILED TO MAKE ANY RECOMMENDATION TO ITS AUTHORIZED SERVICE AGENTS AS TO THE MILEAGE INTERVAL AT WHICH THE TIMING BELT MUST BE REPLACED.  AS A RESULT, ACURA VEHICLES ARE NOT BEING PROPERLY MAINTAINED AND ARE STALLING ON HIGHWAYS CAUSING SERIOUS INJURIES AND PROPERTY DAMAGE.",ACURA,INTEGRA
725442,Honda (American Honda Motor Co.),0,0,0,0,07/12/2000,07/14/2000,,VEHICLE SPEED CONTROL,CLUTCH LEVER BROKE WITH CAR STOPPED AND IN GEAR.  CAR LURCHED FORWARD INTO PEDESTRIAN CROSSWALK ENDANGERING THE PEDESTIANS. *AK,ACURA,INTEGRA
976369,Honda (American Honda Motor Co.),0,0,0,0,12/08/1995,12/08/1995,,STRUCTURE,"TWO SUSPENSION RAILS THAT SUPPORT FLOOR VEHICLE AND TWO WHICH THE TORSION BARS ATTACHED, THERE IS RUST THROUGH ON ONE SUSPENSION RAIL IN ONE SMALL AREA.  TT",ACURA,INTEGRA
977775,Honda (American Honda Motor Co.),0,0,0,0,01/18/1995,01/18/1996,JH4DA1858HS,"FUEL SYSTEM, GASOLINE",WHEN GAS TANK IS FULL GASOLINE VAPORS SEEPS INTO VEHICLES INTERIOR.  TT,ACURA,INTEGRA
