ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
523589,"General Motors, LLC",0,1,0,0,09/20/1997,10/20/1997,,ENGINE AND ENGINE COOLING,ENGINE FIRE. (OHIO STATE POLICE REPORT),CADILLAC,DEVILLE
554394,"General Motors, LLC",0,0,0,0,08/12/1997,09/07/2000,,TIRES,"THE FIRESTONE 440 F/S TIRES EXPERIENCED SEVERAL FAILURES OF THE TREAD SEPARATING, CAUSING DAMAGE TO THE VEHICLE.   *MJS",CADILLAC,DEVILLE
783834,"General Motors, LLC",0,0,0,0,,02/23/2000,,STRUCTURE,THE VEHICLE HAS AND ONGOING PROBLEM WITH RUST AND BODY PROBLEMS.  NLM,CADILLAC,DEVILLE
476775,"General Motors, LLC",1,0,0,1,12/01/1994,12/01/1994,,POWER TRAIN,"TRANSMISSION ROLLED BACKWARDS WHILE IN PARK GEAR OR SLIPPED FROM PARK GEAR TO REVERSE /ROLLED BACKWARDS, CAUSING DEATH.  (ATTORNEY FOR CLIENT)  *AW",CADILLAC,ELDORADO
527577,"General Motors, LLC",0,0,0,0,07/01/1997,12/29/1997,1GNCT18W7TK,VISIBILITY,THE WINDSHIELD WIPERS STOP AFTER APPROXIMATELY 20 MINUTES OF OPERATION.,CHEVROLET,BLAZER
550595,"General Motors, LLC",0,1,0,0,12/14/1999,01/28/2000,,ENGINE AND ENGINE COOLING,VEHICLE ENGINE FIRE (OHIO TRAFFIC CRASH REPORT).  *MJS,CHEVROLET,C10
724592,"General Motors, LLC",0,0,0,0,,06/26/2000,CCL146Z1041,"FUEL SYSTEM, GASOLINE","THIS IS IN REGARDS TO PRODUCT SAFETY CAMPAIGN; TSB #86C15 OR #86C10, ISSUE DATE: JAN. ""87, FUEL TANK SHIELD INSTALLATION. AS OF THIS TIME WE HAVE NOT EXPERIENCED A FAILURE, BUT WISH TO ACQUIRE INFO ON THIS CAMPAIGN.NO SAFETY DEFEC TLISTED IN SUMMARY. *AK",CHEVROLET,C10
970535,"General Motors, LLC",1,0,2,0,,08/16/1995,CKL146Z1095,TIRES,ON 3/11/94 WAS DRIVING WHEN GOODYEAR TIRE SPLIT CAUSING AN ACCIDENT-2 INJURED.  TT,CHEVROLET,C10
10068581,"General Motors, LLC",0,0,0,0,02/20/2004,04/20/2004,,TIRES,"DUE TO ONE DEFECTIVE TIRE AND THREE OTHERS OUT OF BALANCE, THE REAR OF THE VEHICLE WAS BOUNCING AT 55 MPH.    *PH  THE TRUCK THE CONSUMER PURCHASED ONLY HAD 8900 MILES ON IT A.  THE VEHICLE WAS DRIVEN TO A TIRE CENTER WHERE IT WAS DETERMINED THAT ONE REAR TIRE HAD EXCESSIVE ROAD FORCE OF OVER 60 LBS.  THE OTHER 3 REAR TIRES WERE COMPLETELY OUT OF BALANCE AFTER ONLY 500 MILES.  THE TIRES WERE PURCHASED NEW PRIOR TO THE CONSUMERS TRIP.  THE FAULTY TIRES CAUSED  DAMAGE TO THE BEARING, SPINDLE AND BRAKES.  ALL THOSE COMPONENTS HAD TO BE REPLACED ALONG WITH FOUR NEW TIRES.  *NM",CHEVROLET,C30
10072067,"General Motors, LLC",0,0,0,0,,04/29/2004,,TIRES,CONSUMER EXPERIENCED TIRE FAILURE WHILE DRIVING.  *PH   *LA,CHEVROLET,C30
