ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
558997,"General Motors, LLC",0,0,0,0,04/26/2000,01/16/2001,,TIRES,"WHILE DRIVING AT 55MPH A FIRESTONE ATX 23575R15 TIRE EXPERIENCED TREAD SEPARATION WHICH CAUSED DAMAGE TO THE VEHICLE,  OWNER REPLACED THREE TIRES, SEEKING REIMIBURSEMENT UNDER RECALL 00T-005.   *CJ",BUICK,RIVIERA
536801,"General Motors, LLC",0,0,0,0,05/02/1998,06/17/1998,,WHEELS,ROAD VIBRATION CAUSED THE HUB CAB TO COME OFF AFTER STRIKING THE WHEEL WELL CAUSING DAMAGE TO VEHICLE.,CADILLAC,DEVILLE
10025182,"General Motors, LLC",0,0,0,0,06/23/2003,06/30/2003,,TIRES,3 OF 4 FIRESTONE TIRES ON MY CAR HAVE DELAMINATED.  THE FIRST TIRE HAD THE TREAD DELAMINATE FROM THE TIRE.  THE SECOND AND THIRD HAVE HAD THE SIDEWALL DELAMINATE FROM THE TIRE.*AK,CADILLAC,ELDORADO
10026242,"General Motors, LLC",0,0,0,0,06/30/2003,06/30/2003,PROVIDE,TIRES,"CONSUMER STATES THREE FIRESTONE TIRES MODEL FR721 ,SIZE P23575R15   TREAD  SEPARATES FROM THE WHEEL. DEALER NOTIFIED. *AK",CADILLAC,ELDORADO
871619,"General Motors, LLC",1,0,0,0,09/21/2000,09/27/2000,,"SERVICE BRAKES, HYDRAULIC","WHILE DRIVING ABOUT 10 MPH DRIVER APPLIED  BRAKES SUDDDENLY, AND ABS KICKED IN.VEHICLE DID NOT STOP, CAUSING  A CRASH.  ROAD WAS DAMP WHEN THIS HAPPENED.  BLAZER WAS BEING REPAIRED. NO DAMAGES TO OTHER VEHICLE.   PLEASE PROVIDE ANY FURTHER INFORMATION.*AK",CHEVROLET,BLAZER
469411,"General Motors, LLC",0,0,0,0,11/15/1994,11/15/1994,UNK,"FUEL SYSTEM, GASOLINE","POOR LOCATION OF FUEL TANK OUTSIDE OF VEHICLE'S FRAME, ALSO FUEL OVERFLOW/SPILLAGE OCCURS WHEN USING AUTOMATIC FILL CUTOFF.  *SKD",CHEVROLET,C SERIES(LIGHT)
479000,"General Motors, LLC",1,1,1,0,11/06/1993,11/11/1994,UNK,"FUEL SYSTEM, GASOLINE","FUEL TANK MOUNTED OUTSIDE FRAME EXPLODED DURING ACCIDENT, RESULTING IN INJURIES.  (ATTORNEY FOR CLIENT)  *SKD",CHEVROLET,CHEVROLET TRUCK
10042616,"General Motors, LLC",0,0,0,0,01/01/1901,10/08/2003,9999,UNKNOWN OR OTHER,"FOIA REQUEST FULL-FIELD DUMPS OF FATAL CRASH DATA WITH FIRE/EXPLOSION AS MOST HARMFUL EVENT FOR GM C.K. PICKUPS MY 1973-87 DATA YR 2002 FORD CROWN VICTORIA, MERCURY GRAND MARQUIS, LINCOLN TOWN CAR MY 1992-2003, DATA YEAR 2002, DODGE RAM DATA YEAR 2002.*MR  *CB",CHEVROLET,PICKUP
10575666,"General Motors, LLC",1,1,1,0,07/21/1983,03/30/2014,,FUEL/PROPULSION SYSTEM,"MY GM PICK UP TRUCK WAS IMPACTED ON THE PASSENGER SIDE AND UPON IMPACT THE FUEL TANK EXPLODED, BURNING MY BODY WITH 2ND AND 3RD DEGREE BURNS REQUIRING SKIN GRAFTS AND RELATED OPERATIONS TO SAVE MY LIFE. GM'S COVER UP OF THIS DESIGN FLAW HAS CAUSED ME PAIN AND AGONY AND FINANCIAL HARDSHIP THAT WILL LAST MY LIFETIME. HOW IS IT THAT GM WILL RECALL TRUCKS THAT HAVE NO FATALITIES AND YET REFUSE TO RECALL THE C/K PICK UP TRUCKS THAT CONTINUE TO EXPLODE AND INCINERATE ITS OCCUPANTS? THERE ARE ESTIMATED TO BE 4, 000, 000 OF THESE TERRORIST DESIGNED PICK UP TRUCKS STILL ON OUR TAXPAYER HIGHWAYS. I DEMAND A FULL RECALL OF THESE DEFECTIVE TRUCKS BUILT BY GM BETWEEN 1973 THRU THE EARLY 1990'S. GM'S CONTINUING COVER UP KNOWLEDGE AND REFUSAL TO RECALL THESE TRUCKS IS A TERRORIST STYLE PREMEDITATED ATTEMPTED MURDER AIMED AT THE DRIVING PUBLIC.  *TR",CHEVROLET,PICKUP
740563,"Chrysler (FCA US, LLC)",0,0,0,0,02/04/2001,02/07/2001,,"FUEL SYSTEM, GASOLINE",FUEL TANK LOCATED IN CAB BEHIND THE SEAT.  FUMES ARE VERY STRONG EVEN THOUGH I HAVE THE GASKETS REPLACED.*AK,DODGE,D100
548805,"Chrysler (FCA US, LLC)",0,1,0,0,08/23/1999,10/01/1999,,ENGINE AND ENGINE COOLING,DODGE EMPIRE MOTORHOME EXPERIENCED ENGINE FIRE. (OHIO TRAFFIC CRASH REPORT). MJS,DODGE,DODGE TRUCK
562265,"Chrysler (FCA US, LLC)",0,0,0,0,06/29/2001,07/31/2001,,TIRES,"WHILE DRIVING ON TURNPIKE, THE MOTORHOMES RIGHT REAR INSIDE TIRE BLEW OUT.(OHIO TRAFFIC CRASH REPORT#10-91-344)*JB",DODGE,MOTOR HOME
10026940,Ford Motor Company,0,0,0,0,10/26/2003,07/10/2003,,"FUEL SYSTEM, OTHER",FUEL PUMP FAILED. CONSUMER STATES PROBLEM HAS BEEN REPAIRED THREE TIMES. DEALER NOTIFIED.  *AK,FORD,E SERIES
503306,Ford Motor Company,0,0,0,0,11/21/1995,04/08/1996,,STEERING,POWER STEERING PUMP REPLACED 13 TIMES DUE TO FAILING AFTER A DAY OR TWO OF TRUCK USAGE. *SD,FORD,F SERIES (LIGHT)
10243892,Ford Motor Company,0,0,0,0,09/29/2008,09/29/2008,3X12X281488,"FUEL SYSTEM, GASOLINE","RECALL #78V143000  RE FUEL TANK ON ALL FORD PINTOS & MERCURY BOBCATS BUILT FROM 1971 TO 1976    FORD MOTOR CO, REFUSES TO ACKNOWLEDGE ME AND/OR THE RECALL BECAUSE, THERE SYSTEM (I'M TOLD) IS SET-UP FOR AN 18 DIGIT I.D. NUMBER,  MY AUTO HAS ONLY 11 DIGITS (BECAUSE OF THE YEAR)    WHAT I WANT TO KNOW IS WHO TO CONTACT, WHERE TOP GO.  I WOULD SUGGEST THIS IS NOT THAT  DIFFICULT A QUESTION TO ANSWER, BUT FORD WON'T HELP ME. *TR",FORD,FAIRLANE
474237,Ford Motor Company,1,0,1,0,07/22/1994,09/26/1994,,POWER TRAIN,"TRANSMISSION JUMPED OUT OF GEAR, CAUSING ACCIDENT/INJURY.   *TW",FORD,FORD TRUCK
10049836,Ford Motor Company,0,0,0,0,12/02/2003,12/02/2003,,TIRES,"THE LEFT REAR TIRES SHOWED SIGNS OF EXCESSIVE CRACKING. KELLY SPRINGFIELD. SIZE# 215/70R14,  DOT# UNKNOWN.  *AK",FORD,RANCHERO
562703,"GEORGIE BOY MFG., LLC",0,0,0,0,,08/22/2001,,"SERVICE BRAKES, HYDRAULIC",THE BRAKE LINING WAS REPLACED.*JB,GEORGIE BOY,SWINGER
489638,"General Motors, LLC",0,0,0,0,04/19/1995,04/19/1995,,"FUEL SYSTEM, GASOLINE",GAS TANK MOUNTED OUTSIDE FRAME. *DSH,GMC,GMC
540303,"General Motors, LLC",0,0,0,0,,08/24/1998,TCY143F7107,"FUEL SYSTEM, GASOLINE",WHEN ARE YOU GOING TO FIX THE FUEL TANKS OR REMOVE THE TRUCKS FROM THE ROAD?  I KNOW THERE WAS A SETTLEMENT ON THIS BUT THAT DID NOT FIX THE PROBLEM NOW DID IT?  BUT THERE ARE STILL ALOT OF TRUCKS ON THE ROAD THAT CAN HURT PEOPLE.  WHAT DO YOU PLAN ON DOING ABOUT THEM AND THE PEOPLE THAT DID NOT ACCEPT YOUR SETTLEMENT??  HOW MANY PEOPLE HAVE TO DIE BEFORE YOU TAKE ACTION AND ACCEPT YOUR RESPONSIBILITY???,GMC,GMC
530290,INTERNATIONAL TRUCK & ENGINE CORPORATION,0,0,0,0,,02/11/1998,3FCMF53GPPJ,STEERING,STEERING PROBLEMS.,INTERNATIONAL HARVESTER,LOADSTAR SERIES
