ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
524425,GM PRODUCTS DIV. GM CORP.,0,0,0,0,,11/05/1997,1G1NE52M3WY,EXTERIOR LIGHTING,"HEADLIGHTS DESIGNED TO COME ON AUTOMATICALLY AT NIGHT, HOWEVER THIS DESIGN IS NOT APPROPRIATE WHEN ENTERING CERTAIN MILITARY INSTALLATIONS, CAUSES  VISIBILITY PROBLEMS FOR GUARDS.",.,MALIBU
538146,Honda (American Honda Motor Co.),0,0,0,0,,07/10/1998,19UYA2243WL,ENGINE AND ENGINE COOLING,VEHICLE JERKS AND ENGINE HESITATES AT 40 MPH.  IT STOPS WITH A CHANGE IN SPEED.,ACURA,CL
567494,Honda (American Honda Motor Co.),0,0,0,0,08/31/2002,09/17/2002,19UYA2255WL,ELECTRICAL SYSTEM,"CONSUMER RECEIVED A RECALL NOTICE IN THE MAIL REGARDING THE IGNITION SWITCH.  CONSUMER HAS ATTEMPED TO CONTACT THE ACURA CLIENT SERVICE AND RECEIVES A MESSAGE EACH TIME REPLYING THE OFFICE IS CLOSED.  TO DATE THE RECALL REPAIR HAS NOT BEEN MADE, RECALL NOTICE 02V12.   *JG   *DT",ACURA,CL
567746,Honda (American Honda Motor Co.),0,0,0,0,08/24/2002,10/07/2002,,ELECTRICAL SYSTEM,"VEHICLE STALLED WHILE DRIVING, MECHANIC REPLACED THE EGR VALVE, HOWEVER THE VEHICLE STALLED AGAIN, CONSUMER WAS INFORMED OF A RECALL WITH THE IGNITION SWITCH AND THE VEHICLE WAS REPLACED FREE OF CHARGE.  THE DEALERSHIP STATED THAT AN EGR UPGRADE WAS NEEDED AND THAT THE TRANSMISSION WAS OUT, CONSUMER STATED THAT THE TRANSMISSION HAD NOT EXPERIENCED ANY PRIOR PROBLEMS WITH THE TRANSMISSION, CONSUMER HAD BEEN INFORMED BY OTHER MECHANICS THAT ALL THE COASTING THAT SHE HAD TO DO COULD HAVE CAUSED THE TRANSMISSION TO OVERHEAT, CAUSING IT TO GO OUT, CONSUMER IS BEING CHARGED FOR THE WORK TO THE TRANSMISSION AND DOESN'T FEEL SHE SHOULD BE.   *SLC",ACURA,CL
605959,Honda (American Honda Motor Co.),0,0,0,0,06/01/1998,02/01/1999,19UYA2251WL,ELECTRICAL SYSTEM,"ELECTRICAL SYSTEM APPEARS TO CONTAIN A SHORT, ALL LIGHTING (HEAD,DASHBOARD AND TAIL) ALL FLASH IN SINC WITH THE TURN SIGNAL LIGHTING WHEN APPLIED. MJS",ACURA,CL
605961,Honda (American Honda Motor Co.),0,0,0,0,08/01/1998,02/01/1999,19UYA2257WL,POWER TRAIN,TRANSMISSION SEALS FAILED.  NLM,ACURA,CL
606624,Honda (American Honda Motor Co.),0,0,0,0,,02/01/1999,19UYA2253WL,POWER TRAIN,"GEAR SHIFTER IS LOCATED BETWEEN THE TWO SEATS,ACCIDENTLY PUSHED IT MOVES FROM DRIVE TO NEUTRAL.  YH",ACURA,CL
606936,Honda (American Honda Motor Co.),0,0,0,0,09/01/1998,02/01/1999,19UYA2247WL,SUSPENSION,SHOCKS FAILED.,ACURA,CL
608071,Honda (American Honda Motor Co.),0,0,0,0,,02/01/1999,19UYA3159WL,STEERING,POWER STEERING MALFUNCTIONED.  *YC,ACURA,CL
608826,Honda (American Honda Motor Co.),0,0,0,0,,02/01/1999,19UYA2250WL,TIRES,ONE TIRE HAD DEFECT AND LEAKED AIR SLOWLY. (MICHELIN) YH,ACURA,CL
734355,Honda (American Honda Motor Co.),0,0,0,0,,10/15/2000,19UYA2259WL,TIRES,"THE RIGHT FRONT TIRE DEVELOPED A BUBBLE IN THE SIDEWALL ON THREE DIFFERENT TIRES (THE ORIGINAL AND THE TWO ORIGINAL EQUIPMENT REPLACEMENTS). THE FIRST OCCURRED AT 3,956 MILES, THE SECOND AT 4,104 MILES AND THE MOST RECENT AT 12,136 MILES.  ACURA DID NOT WANT TO TAKE RESPONSIBILITY AFTER THE FIRST INSTANCE AND REFERRED ME TO MICHELIN TIRE WHO IN TURN REFERRED ME TO A TIRE DEALER (ETD DISCOUNT TIRES).  THE TIRE DEALER SAID THAT THE FAULT  WAS NOT WITH THE MANUFACTURE, BUT WITH ME.  AFTER THE SECOND TIRE FAILURE, THE TIRE DEALER ADVISED ME TO PURCHASE A ROAD HAZARD WARRANTY.  GOOD THING RTHAT I DID AS IT OFFSET SOME OF THE COST OF THE THIRD TIRE REPLACEMENT TIRE.   WHILE TWO INSTANCES MAY BE A COINCIDENCE, THREE TIRE SIMILAR TIRE FAILURE ON THE SAME WHEEL ARE NOT.  THE PROBLEM IS WITH THE MANUFACTURE OR DESIGN OF THAT PARTICLUAR TIRE OR THE CAR, OR BOTH.  I HAVE CONTACTED BOTH,  MICHELIN HAS SENT ME A $71 CHECK, WHICH ONLY PARTIALLY OFFST THE COSTS INVOLVED.  IN ALL THREE INSTANCES, THE BUBBLE ON THE TIRE SIDEWALL WAS POINTED OUT TO ME BY THREE DIFFERENT PEOPLE.   OF MAJOR CONCERN, THERE COULD HAVE BEEN A SERIOUS ROAD ACCIDENT IF I WAS NOT MADE AWARE OF THE PROBLEM AND DID NOT RELACE THE TIRES. (DOT NUMBER: RHW#752923  TIRESIZE: 205/55R16)",ACURA,CL
768462,Honda (American Honda Motor Co.),0,0,0,0,10/12/2002,10/15/2002,19UYA224XWL,VISIBILITY,MR,ACURA,CL
825268,Honda (American Honda Motor Co.),0,0,0,0,06/10/1998,07/10/1998,19UYA2243WL,"SUSPENSION,ELECTRICAL SYSTEM","WHEN DRIVING ON FLAT SURFACE AT APPROXIMATELY 40MPH, 1500RPMS THE VEHICLE WILL JERK AND PULL FOR APPROX. 30 SECONDS OR UNTILL THE SPEED IS CHANGED. THE DEALERSHIP THINKS THAT THE COMPUTER IS THE PROBLEM,  WHICH WILL IN SOME CASES AFFECT THE TRANSMISSION.   *AK",ACURA,CL
845888,Honda (American Honda Motor Co.),0,0,0,0,,08/26/1999,19UYA2257WL,"STEERING,SUSPENSION,ENGINE AND ENGINE COOLING,POWER TRAIN,UNKNOWN OR OTHER","THERE WAS ABOUT TWO INCHES OF PLAY WITHIN THE STEERING WHEEL DUE TO THE STEERING COLUMN COUPLING NOT CONNECTING TO THE STEERING WHEEL.  DEALER REPLACED SOME PARTS WITHIN THE STEERING COUPLING.  WHEN DRIVING AT ANY SPEED,  VEHICLE WILL GO FROM LANE TO LANE. ALSO,   THERE ARE GAS FUMES WITHIN THE VEHICLE/ TRANSMISSION HAD TO BE REPLACED,  AND THE DASH HAD TO BE REPLACED DUE TO SOME TYPE OF BLACK SPOTS ON THE DASHBOARD. *AK",ACURA,CL
854090,Honda (American Honda Motor Co.),0,0,0,0,,12/16/1999,19UYA2253WL,VEHICLE SPEED CONTROL,"WHEN ALMOST COMING TO A COMPLETE STOP VEHICLE WILL INTERMITTENTLY ACCELERATE, CAUSE UNKNOWN.  PLEASE GIVE ANY FURTHER DETAILS.  *AK",ACURA,CL
864632,Honda (American Honda Motor Co.),0,0,0,0,06/01/1999,06/30/2000,19UYA2258WL,EXTERIOR LIGHTING,"WHILE DRIVING  HEADLIGHTS WOULD GO  OUT WITHOUT  PRIOR WARNING. SOMETIMES THEY COULD GO OUT FOR A COUPLE WEEKS. DEALER HAD TRIED  TO FIX HEADLIGHTS,  BUT WAS UNABLE TO DO SO.*AK",ACURA,CL
872235,Honda (American Honda Motor Co.),0,0,0,0,09/28/2000,10/04/2000,,VEHICLE SPEED CONTROL,WHEN PULLING OOUT  CAR WILL HESISTATE. CONSUMER STATES ENGINE REVS VERY HIGH AT LOW SPEEDS.*AK,ACURA,CL
8016769,Honda (American Honda Motor Co.),0,0,0,0,08/01/2002,08/20/2002,PLEASE FILL,POWER TRAIN,VEHICLE ROLLED BACKWARDS ON AN INCLINE WHILE  IN PARK. CONSUMER WAS DRAGGED WHILE TRYING TO ENGAGE EMERGENCY BRAKE. DEALER AND MANUFACTURER HAVE NOT BEEN NOTIFIED AT THIS TIME. FEEL FREE TO PROVIDE ANY FURTHER INFORMATION.*AK,ACURA,CL
10020528,Honda (American Honda Motor Co.),0,0,0,0,03/22/2002,05/26/2003,19UYA2259WL,SUSPENSION,A COUPLE MONTHS AGO MY CAR STARTED TO HAVE WOBBLING. TOOK IT TO HAVE AN ALIGNMENT THAT DID NOT WORK SO THEN I BOUGHT ALL NEW TIRES AND STILL HAVE THE SAME PROBLEM  SO I TOOK IT TO ACURA AND THEY CLAIM IT IS THE TIRES SO I CHANGED THE TIRES WITH  WIDER TIRES STILL THE PROBLEM IS THERE . MY CAR IS A LUXURY CAR IT SHOULD RIDE SMOOTH AND IT IS NOT.   *NLM,ACURA,CL
10022567,Honda (American Honda Motor Co.),0,0,0,0,06/06/2003,06/06/2003,19UYA2256WL,ENGINE AND ENGINE COOLING,THERE IS A RECALL  ON THE EMISSION CONTROL/EGR VALVE WHICH IS NOT WORKING PROPERLY. *AK,ACURA,CL
10024369,Honda (American Honda Motor Co.),1,0,2,0,,06/18/2003,,VEHICLE SPEED CONTROL,WHILE BACKING OUT OF A PARKING SPACE CONSUMER'S VEHICLE SUDDENLY LURCHED FORWARD HITTING ANOTHER VEHICLE AND PEDESTRIANS.  NO WARNING.  *AK,ACURA,CL
10049667,Honda (American Honda Motor Co.),0,0,0,0,08/04/2003,12/12/2003,19UYA225XWL,STEERING,"1998 ACURA CL 3.0. THE STEERING IS LOOSE. IMPERFECTIONS OF THE ROAD PULL THE STEERING WHEEL. SOMETIMES DANGEROUSLY SO. SOMETIMES DEPENDING ON THE DEFECT IN THE ROAD AND THE DRIVING EVENT (EVASIVE MANEUVER, HEAVY BREAKING) THE CAR IS ALMOST IMPOSSIBLE TO KEEP IN ONES' LANE. I HAVE SEARCHED ONLINE FORUMS, AND THIS PROBLEMS EFFECTS OTHER ACURA OWNERS, UNLIKE OTHER ISSUES, THIS ONE SEEMS TO BE A MYSTERY.   PLEASE HELP.    SINCERELY   ROBERT GENTILE .  *AK",ACURA,CL
10059154,Honda (American Honda Motor Co.),0,0,0,0,12/01/2003,02/17/2004,,POWER TRAIN,"TRANSMISSION FAILED AT 63,000 MILES. *AK",ACURA,CL
10060569,Honda (American Honda Motor Co.),0,0,1,0,03/05/2004,03/06/2004,19UYA2258WL,VEHICLE SPEED CONTROL,"WHILE DRIVING ON AN OPEN STRETCH OF HIGHWAY, MY 1998 ACURA 3.0CL BEGAN ACCELERATING WITHOUT ME PUSHING DOWN ON THE ACCELERATOR PEDAL.  THE CAR REACHED A SPEED OF 95 MPH, AND I COULD NOT STOP IT WITH THE BRAKES, THEY WERE COMPLETELY USELESS.  I HAD TO SLAM THE TRANSMISSION INTO PARK TO MAKE THE CAR SLOW DOWN.  WHEN THE CAR BEGAN TO SLOW DOWN TO 60 MPH I USED THE EMERGENCY BRAKE TO BRING IT TO A STOP.  THE ENGINE WAS WOUND UP AT THIS POINT DUE TO THE ACCELERATOR STILL BEING STUCK.  I SHUT THE ENGINE OFF.  I AM RETURNING THIS CAR TO ACURA AND MAY BEGIN LEGAL PROCEEDINGS AT THIS POINT. *JB",ACURA,CL
10064844,Honda (American Honda Motor Co.),0,0,0,0,03/08/2004,03/24/2004,19UYA2256WL,ELECTRICAL SYSTEM,"THE VEHICLE WAS TAKEN O THE DEALER FOR NHTSA RECALL # 03V423000 SUBJECT:IGNITION SWITCH.  THE VEHICLE WAS TAKEN TO THE DEALER FOR THE FREE REMEDY.  AFTER THE REPAIR, THE DRIVER COULD NOT TAKE THE KEY OUT OF THE IGNITION.  THE VEHICLE WAS TAKEN BACK TO THE DEALER WHERE THE MECHANIC WAS ABLE TO GET THE KEY OUT OF THE IGNITION.  NOW THE KEY CAN BE TAKEN OUT OF THE IGNITION WHILE IN OTHER GEARS.  CONSUMER REQUESTS ODI TO CALL WITH INFORMATION ON HOW THIS WILL BE HANDLED.   *NM",ACURA,CL
10066998,Honda (American Honda Motor Co.),1,0,0,0,04/12/2004,04/12/2004,19UYA3241WL,AIR BAGS,"WHILED DRIVING BETWEEN 25 TO 30 MP CONSUMER'S VEHICLE  REAR ENDED A HEAVY TRUCK. UPON IMPACT,  NEITHER OF THE FRONT AIR BAGS DEPLOYED.  *AK",ACURA,CL
10073640,Honda (American Honda Motor Co.),0,0,0,0,05/14/2004,05/14/2004,19UYA3144WL,SUSPENSION,"WHILE DRIVING AT 60 MPH THERE WAS SEVERE VIBRATION IN THE FRONT END, DEALER  INSPECTED VEHICLE SEVERAL  TIMES, BUT PROBLEM RECURRED.  CONSUMER WAS AFRAID TO DRIVE THE VEHICLE UNDER THOSE CONDITIONS.  *AK",ACURA,CL
10074679,Honda (American Honda Motor Co.),0,0,0,0,06/01/2004,06/02/2004,19UYA2253WL,POWER TRAIN,"THERE WAS NOT ANY EVENT LEADING UP TO THE FAILURE.  I OWN AN ACURA 1998 CL. COMING HOME FROM VACATION YESTERDAY ON ROUTE 79 IN WEST VIRGINIA, GOING 70 MILES/HOUR, MY RIGHT FRONT AXLE BEARING JUST BROKE IN HALF, AND MY WHEEL FELL OFF CAUSING ME TO LOSE CONTROL OF MY VEHICLE. LUCKILY, I WAS ABLE TO GET THE VEHICLE OFF OF THE HIGHWAY.  I JUST HAD MY CAR INSPECTED IN FEBRUARY.  THERE WAS NO WEAR OF THE TIRE TO INDICATE A PROBLEM.  NO VIBRATIONS, NO SHAKING, ABSOLUTELY NO INDICATION THERE WAS A PROBLEM WITH THAT VERY IMPORTANT PART OF MY VEHICLE.  I WANT TO KNOW IF THIS IS HAPPENING WITH OTHER ACURAS, BECAUSE I AM AFRAID TO DRIVE IT AGAIN AFTER IT IS FIXED BECAUSE I'M AFRAID IT WILL HAPPEN AGAIN.  THE CONSEQUENCES COULD HAVE BEEN ALOT WORSE. THE INCIDENT OCCURRED 6/1/2004, SO MY VEHICLE HAS NOT BEEN REPAIRED YET.*AK",ACURA,CL
10074695,Honda (American Honda Motor Co.),0,0,0,0,06/01/2004,06/02/2004,19UYA2253WL,SUSPENSION,"I SUBMITTED A COMPLAINT EARLIER #99V069000.  I WANTED TO CLARIFY THE PART THAT FAILED.  IT WAS THE BALL JOINT THAT BROKE IN HALF, AND IT IS CONNECTED TO THE LOWER CONTROL ARM.  ALSO DIGITAL PICTURES WERE TAKEN.  *AK",ACURA,CL
10081717,Honda (American Honda Motor Co.),0,0,0,0,04/09/2004,07/30/2004,19UYA3256WL,"ENGINE AND ENGINE COOLING,ELECTRICAL SYSTEM","THE VEHICLE HAD A TENDENCY TO CONTINUE RUNNING AFTER BEING TURNED OFF.  THE VEHICLE WOULD ALSO INTERMITTENTLY STALL ON THE HIGHWAY WITHOUT WARNING.  THERE WAS A TECHNICAL SERVICE BULLETIN CONCERNING THIS PROBLEM.   *AK   THE IGNITION SWITCH WOULD NOT TURN OFF, EVEN WHEN THE KEY WAS REMOVED.  THE DEALER WOULD NOT TAKE RESPONSIBILITY WHEN THEY FAILED TO REPLACE THE IGNITION SWITCH.   *SC",ACURA,CL
10083197,Honda (American Honda Motor Co.),0,0,0,0,07/23/2004,08/03/2004,19UYA3251WL,POWER TRAIN,I  OWN A 1998 ACURA CL 2.3 THE TRANSMISSION HAS GONE OUT FOR THE THIRD TIME. SOME OF THE THINGS I FIND DANGEROUS ARE THE FACT THAT THE CAR WHEN SITTING AT A STOP AND THEN PROCEDING TO ACCELERATE REVVED TO HIGH RPMS AND THEN BOGS DOWN AND BARELY MOVES. I WAS SITTING AT A RED LIGHT GOING TO MAKE A RIGHT TURN AND WHEN I ACCELERATED THE CAR ROLLED FORWARD AT A VERY SLOW PACE LIKE IT WAS IN A REALLY HIGH GEAR EVEN AFTER DEPRESSING THE ACCELERATOR HALF WAY DOWN. ALL OF A SUDDEN THE TRANS MISSION VIOLENTLY CHANGES GEARS AND PROPELLS ME FROM THE LANE I AM TURNING IN TO THE NEXT LANE OVER. I HAVE ALSO HAS OCCASIONS WHERE THE TRANSMISSION WILL RAPIDLY CHANGE BACK AND FORTH THROUGH THE HIGH AND LOW GEARS WHILE DRIVING FOR APARENT REASON. I AM AFRAID THAT IF THIS KEEPS UP I WILL END UP IN AN ACCIDENT. THE CAR IS A 1998 I HAVE NEVER OWNED A CAR THAT HAD SO MANY TRANSMISSION PROBLEMS IN MY WHOLE LIFE.  3 TRANSMISSIONS SINCE 1998 IS REDICULACE. THERE IS SOMETHING VERY WRONG WITH THE TRANSMISSIONS IN THESE CARS AND THE COST TO HAVE THEM FIXED IS OUTRAGEIOUS. I SHOULD NOT HAVE TO REPEATEDLY PAY TO HAVE AN OBVIOUS ENGERING OR MANUFACTURE DEFECT FIXED.*AK,ACURA,CL
10129987,Honda (American Honda Motor Co.),0,0,0,0,05/01/2005,07/25/2005,19UYA3250WL,ELECTRICAL SYSTEM,"HAD INGINTION SWITCH CHANGED ON RECALL OF 2003 ON 2-19-04. NOW I AM HAVING IGNITION FAILURE ALREADY AFTER 1 1/2 YEARS. THIS HAS BEEN VERY SCARY GOING 70 MPS ON INTERSTATE AND HAVE CAR DIE, NO POWER STERRING, NO BRAKES. WHY WOULD THIS BE HAPPENING ALREADY? MORE FAULTY INGNITION SWITCHES FROM ACURA?",ACURA,CL
10171387,Honda (American Honda Motor Co.),0,0,0,0,01/01/2005,10/19/2006,19UYA2259WL,POWER TRAIN,TRANSMISSION SHIFT FAILURE. *NM,ACURA,CL
10173808,Honda (American Honda Motor Co.),0,0,0,0,11/18/2006,11/19/2006,19UYA2240WL,ELECTRICAL SYSTEM,"THE IGNITION SWITCH ON MY 98 ACURA 3.0CL IS DEGRADING AND MY POWER STEERING IS GOING OUT, AND THE CAR ACCESSORIES STILL RUN JUST NOT THE CAR, AND THE THEFT LIGHT IS COMING ON, I'VE JUST FOUND OUT ABOUT THE RECALL AFTER I PURCHASED THE VEHICLE ON THE 14-15TH OF NOVEMBER 2006. *JB",ACURA,CL
10201919,Honda (American Honda Motor Co.),0,0,0,0,08/20/2007,09/05/2007,19UYA3256WL,POWER TRAIN,"TL*THE CONTACT OWNS A 1998 ACURA CL.  ON AUGUST 20, 2007, THE CHECK ENGINE LIGHT ILLUMINATED AND REMAINED LIT WHEN THE VEHICLE WAS STARTED.  SHE TOOK THE VEHICLE TO THE DEALER AND THEY STATED THAT THE TRANSMISSION NEEDED TO BE REPLACED, HOWEVER, IT WAS NOT AN EMERGENCY.  TWO WEEKS LATER, THE VEHICLE WAS UNABLE TO BE DRIVEN BECAUSE THE GEARS WOULD NOT SHIFT SMOOTHLY AND THE VEHICLE WOULD JUMP.  THE GEARS THEN BEGAN SLIPPING AND THE VEHICLE FAILED TO ACCELERATE.  THE CURRENT MILEAGE WAS 108,000 AND FAILURE MILEAGE WAS 107,940.",ACURA,CL
10234030,Honda (American Honda Motor Co.),0,0,0,0,07/11/2008,07/11/2008,,ELECTRICAL SYSTEM,"TL*THE CONTACT OWNS A 1998 ACURA CL.  THE CONTACT STATED THAT THE VEHICLE FAILS TO TURN OFF, EVEN AFTER THE KEY IS REMOVED FROM THE IGNITION.  THE IS THE FIRST TIME THE FAILURE OCCURRED AND THE CONTACT FEELS THAT THIS IS A SAFETY ISSUE BECAUSE THE VEHICLE SHOULD NOT BE RUNNING WHEN THE KEY IS REMOVED.  THE VIN WAS UNKNOWN.  THE CURRENT AND FAILURE MILEAGES WERE 105,500.",ACURA,CL
10281369,Honda (American Honda Motor Co.),0,0,0,0,08/21/2009,08/22/2009,19UYA2240WL,LATCHES/LOCKS/LINKAGES,"I CANNOT OPEN MY DRIVERS SIDE DOOR.  I THOUGHT MAYBE IT WAS AN EASY FIX SO I HAVE GONE TO 3 DIFFERENT MECHANICS TO HAVE IT CHECKED.  AUTO, MECHANIC, BODY SHOP MECHANIC AN A LOCKSMITH, I EVEN WENT TO FREEMAN STEREO TO SEE IF IT WAS ELECTRICAL.  THEY ALL SAID THAT IT IS THE DOOR CATCH, IT IS GOING TO COST ME 400.00.  THEY ALSO SAID THAT IT IS A DEFECT IN THE CATCH AND THE BODY SHOP HAS HAD 4 HONDA, ACURAS HE SAID IN THE LAST 2 MONTHS.  HE SAID THAT IT IS WELL NOTED THAT THERE IS A PROBLEM WITH THE CATCHES.  WELL,  I CANNOT GET OUT OF THE CAR IN CASE OF AN ACCIDENT.  IF THEY KNOW THERE IS A PROBLEM ( HONDA ) THEN THEY SHOULD FIX IT.",ACURA,CL
10310346,Honda (American Honda Motor Co.),0,0,0,0,11/21/2009,02/14/2010,19UYA2253WL,VEHICLE SPEED CONTROL,"RUNAWAY CAR:   I  BACKED OUT OF A BUSINESS PARKING SPACE AND BARELY TAPPED ON THE ACCELERATOR TO MOVE FORWARD. I KNOW I HARDLY TOUCHED THE ACCELERATOR BECAUSE I WAS GOINIG TO MAKE AN IMMEDIATE TURN ONTO A SIDE STREEET WITH A STOP SIGN. AS SOON AS I TAPPED THE GAS PEDAL, THE CAR WENT FORWARD WITH FULL POWER. MY FOOT WENT TO THE BRAKE INSTANTLY BUT THE BRAKES DID NOTHING. MY NIECE AND I FLEW ACROSS THE SIDE STREET, THROUGH A FOOT HIGH CONCRETE BARRIER (BREAKING IT), A HEDGE THEN IN ANOTHER BUSINESS'S PARKING LOT WHERE THE CAR CAME TO AN INSTANT STOP. THE AIRBAGS DEPLOYED AND IT WAS OVER. WE WERE NEVER SO SCARED IN OUR LIVES. WE STOPPED JUST SORT OF GOING INTO A STREET FULL OF TRAFFIC. THE INSURANCE COMPANY WOULDN'T BELIEVE WHAT HAPPENED BECAUSE ACURA'S ARE NOT LISTED WITH ANY RECALLS.  MY FLOOR MATS WERE NOT IN BECAUSE I JUST HAD THE CAR DETAILED SO THEY WERE DAMP. THERE WAS NO MIX UP RE THE BRAKE AND ACCEERATOR PETALS BECAUSE I MOVED MY FOOT TO ANOTHER PETAL. I DON'T KNOW IF THE ACCERATOR WAS DOWN ALL THE WAY, THERE WAS NO TIME TO SEE AS I WAS BUSY TRYING TO STOP THE CAR.  IT IS MY BELIEF THIS IS AN ELECTRONIC PROBLEM. *TR",ACURA,CL
10419660,Honda (American Honda Motor Co.),0,1,0,0,08/06/2011,08/16/2011,19UYA3254WL,"FUEL SYSTEM, GASOLINE",SMOKE WAS OBSERVED COMING FROM THE ENGINE COMPARTMENT. VEHICLE WAS STOPPED AS THE SMOKE INTENSIFIED. THE ENSUING FIRE DESTROYED THE VEHICLE. DROPS OF A PETROLEUM PRODUCT ON THE PAVEMENT LEADING TO THE VEHICLE INDICATE THAT A LEAKING FUEL LINE MAY HAVE BEEN THE CAUSE OF THE FIRE.  *KB,ACURA,CL
10441512,Honda (American Honda Motor Co.),0,0,0,0,12/20/2011,12/28/2011,19UYA3153WL,LATCHES/LOCKS/LINKAGES,"TL- THE CONTACT OWNS A 1998 ACURA CL. THE CONTACT STATED THAT THE DRIVER SIDE DOOR FAILED. THE CONTACT WAS UNABLE TO OPEN THE DRIVER SIDE DOOR FROM THE INTERIOR OR EXTERIOR OF THE VEHICLE. THE VEHICLE WAS TAKEN TO THE DEALER WHERE THE FAILURE WAS LOCATED AT THE DOOR LATCH SYSTEM.  THE DEALER REPLACED THE DRIVER SIDE DOOR LATCH  SYSTEM. THE FAILURE AND THE CURRENT MILEAGE WAS 98,223.   KMJ  UPDATED 03/02/12*LJ  UPDATED 03/08/12",ACURA,CL
