ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
10415593,"ABC ENGINEERING, CO",0,0,0,0,07/26/2011,07/29/2011,,TIRES,TRUCK TIRES    WE WERE TRAVELING ALONG I 75 WHEN A TRUCK'S TRAILER TIRE EXPLODED CAUSING THE TRUCK SWERVE TOWARDS US FORCING US TO CHANGE LANES TO MISS THE TRUCK AND TIRE PIECES.    ON THIS TRIP WE SAW 4 OTHER TRUCKS HAVE FLAT TIRES AND AT LEAST 10 PLACES ON THE ROAD WE HAD TO AVOID PIECES OF TRUCK TIRES THAT HAD EXPLODED.  IN 20 YEARS OF MAKING THIS TRIP I NEVER SAW THIS MANY TRUCK TIRES EXPLODED.  *TR,ABC,ACRON MAGNUM
485661,Honda (American Honda Motor Co.),0,0,0,0,10/19/1991,05/23/1995,JH4KA4575KC,"SERVICE BRAKES, HYDRAULIC",ANTI-LOCK BRAKE LIGHTS COME ON.,ACURA,ACURA
487052,Honda (American Honda Motor Co.),1,0,1,0,10/01/1993,07/18/1995,,POWER TRAIN,"VEHICLE ACCELERATED SUDDENLY UPON SHIFTING FROM PARK TO DRIVE, RESULTING IN ACCIDENT. *DSH",ACURA,INTEGRA
504909,Honda (American Honda Motor Co.),0,0,0,0,04/01/1996,05/28/1996,JH4DA3346KS,"FUEL SYSTEM, GASOLINE","METAL FUEL LINE RUSTED AT FUEL PUMP, CAUSING FUEL TO LEAK. *DH",ACURA,INTEGRA
707720,Honda (American Honda Motor Co.),0,0,0,0,07/08/1997,06/21/1999,JH4DA3354KS,"STEERING,ENGINE AND ENGINE COOLING",PIN THAT HOLDS STEERING NUCKLE/ WHEEL ASSEMBLY SHEARED IN TWO CAUSING WHEEL TO FALL OFF CAR.  OIL PLUG STRIPS OUT.,ACURA,INTEGRA
800258,Honda (American Honda Motor Co.),1,0,3,0,,07/30/1996,JH4DA3345J5,SEATS,"UPON IMPACT, DURING REAR END COLLISION, AT APPROX. 35MPH, FRONT PASSENGER AND REAR SEAT TRACK ANCHOR BOLT BROKE.*AK",ACURA,INTEGRA
801588,Honda (American Honda Motor Co.),1,0,2,0,08/26/1996,08/29/1996,JH4DA3358KS,SEAT BELTS,"DURING A VEHICLE ACCIDENT, THE CAR ROLLED OVER. THE DRIVER'S AND PASSENGER'S SIDE SEAT BELT BUCKLES DID NOT STAY LOCKED IN PLACE.*AK",ACURA,INTEGRA
832048,Honda (American Honda Motor Co.),0,0,0,0,08/09/1998,01/26/1999,JH4DA1848KS,SUSPENSION,"THE FRONT OF VEHICLE IS VERY LOW, DESIGN FLAW. WHEN VEHICLE HITS BUMPS IN ROAD IT MAKES CLUNKING NOISES.  ALSO, RIGHT FRONT TORSION BAR BROKE.  *AK",ACURA,INTEGRA
865370,Honda (American Honda Motor Co.),0,0,0,0,05/01/2000,07/13/2000,PLEASE FILL,VISIBILITY,WINDSHIELD STARTED CRACKING WITHOUT ANY CONTACT FROM ANOTHER SOURCE.   CRACKS RUN ACROSS FROM  PASSENGER'S SIDE TO THE DRIVER'S  SIDE.*AK,ACURA,INTEGRA
889799,Honda (American Honda Motor Co.),1,0,1,0,05/22/2001,06/05/2001,JH4DA3456KS,"SERVICE BRAKES, HYDRAULIC,VEHICLE SPEED CONTROL",PUT VEHICLE IN PARK AND IT TOOK OFF. ENGINE REVVED LOUDLY. CONSUMER APPLIED BRAKES  AND THERE WAS  NO BRAKING ACTION.  VEHICLE HIT POLE. CONSUMER SUFFERED BROKEN BONES AND CHEST INJURIES.  *AK   *SLC,ACURA,INTEGRA
962141,Honda (American Honda Motor Co.),0,0,0,0,07/01/1991,03/17/1995,JH4DA3454KS,"SERVICE BRAKES, HYDRAULIC","4 WHEEL DISC BRAKES HAVE BEEN WEARING EVERY 20,000 MILES, ALSO PREMATURE WEAR OF FRONT BRAKE PADS. TT",ACURA,INTEGRA
962790,Honda (American Honda Motor Co.),0,0,0,0,,03/28/1995,JH4DA3358KS,SEAT BELTS,SEAT BELT BUCKLE #TKA71-J447: BUCKLE WILL UNLATCH ON ITS OWN. PLEASE DESCRIBE DETAILS.  TT,ACURA,INTEGRA
964642,Honda (American Honda Motor Co.),0,0,0,0,04/25/1995,05/02/1995,JH4DA3452KS,POWER TRAIN,VEHICLE WILL NOT SHIFT OUT OF 1ST GEAR; REPLACED TRANSMISSION.  *AK,ACURA,INTEGRA
965546,Honda (American Honda Motor Co.),0,0,0,0,05/15/1995,05/18/1995,JH4DA3441KS,SEAT BELTS,"RED RELEASE BUTTON HAS CRACKED, SEAT BELT WILL UNBUCKLE BY ITSELF.  TT",ACURA,INTEGRA
967249,Honda (American Honda Motor Co.),0,0,0,0,06/20/1995,06/20/1995,,"SERVICE BRAKES, HYDRAULIC","BRAKE SYSTEM FAILURE, BRAKE ROTORS WORE OUT EXCESSIVELY.  TT",ACURA,INTEGRA
980490,Honda (American Honda Motor Co.),0,0,0,0,,03/11/1996,JH4DA3341KS,SEAT BELTS,THE CONSUMER HAD A RECALL DONE ON SEAT BELTS AND BELT BUCKLE. THE DEALERSHIP PIERCED A ELECTRICAL WIRE CAUSING ELECTRICAL PROBLEMS.  PLEASE DESCRIBE.  *AK,ACURA,INTEGRA
980876,Honda (American Honda Motor Co.),0,0,0,0,03/18/1996,03/18/1996,JH4DA3353KS,STRUCTURE,THE REAR HATCHBACK HYDRAULIC CYLINDERS HAVE FAILED TO HOLD HATCHBACK IN PLACE.   *AK,ACURA,INTEGRA
10037104,Honda (American Honda Motor Co.),0,0,0,0,09/02/2003,09/03/2003,JH4DA3343KS,"FUEL SYSTEM, GASOLINE",GAS LINES RUSTING AT METAL LINES FROM GAS TANK.*AK,ACURA,INTEGRA
473047,Honda (American Honda Motor Co.),0,0,0,0,08/31/1994,08/31/1994,JH4KA4643KC,"SERVICE BRAKES, HYDRAULIC","MASTER BRAKE CYLINDER FAILED, CAUSING BRAKES TO FEEL SPONGY. *DH",ACURA,LEGEND
480060,Honda (American Honda Motor Co.),1,0,1,0,04/02/1993,01/26/1995,JH4KA3274KL,AIR BAGS,"FALSE DEPLOYMENT OF DRIVER'S AIR BAG WHEN DRIVER BUMPED A CURB WHILE PARKING, RESULTING IN INJURIES, ATTORNEY FOR CLIENT.  *SKD",ACURA,LEGEND
485769,Honda (American Honda Motor Co.),0,0,0,0,03/04/1991,07/05/1995,JH4KA4565KC,"SERVICE BRAKES, HYDRAULIC",REAR BRAKES WEAR OUT PREMATURELY.,ACURA,LEGEND
501521,Honda (American Honda Motor Co.),0,0,0,0,11/20/1995,11/20/1995,,VEHICLE SPEED CONTROL,CRUISE CONTROL VACUUM RELEASE SYSTEM FAILED DUE TO SPIDER GETTING INTO VACUUM RELEASE TUBE. *DSH,ACURA,LEGEND
532827,Honda (American Honda Motor Co.),0,0,0,0,07/20/1997,03/16/1998,,"SERVICE BRAKES, HYDRAULIC","BRAKES FAILED, PEDAL TOUCHED FLOOR WHEN APPLIED.  BRAKE FLUID HAD METAL SHAVING IN IT.",ACURA,LEGEND
535620,Honda (American Honda Motor Co.),0,0,0,0,05/13/1998,05/14/1998,,"SERVICE BRAKES, HYDRAULIC",ABS BRAKES FAILED DUE TO CORROSION. ALSO REPLACED MASTER CYLINDER.,ACURA,LEGEND
537123,Honda (American Honda Motor Co.),0,0,0,0,,06/19/1998,JH4KA4674KC,"SERVICE BRAKES, HYDRAULIC",ABS MAKES A SQUEKING NOISE.  TOLD BY DEALER TO DISCONNECT OR PAY OVER $1500 TO REPAIR.  SERVICE ADVISOR CLAIMS SIMPLY DISCONNECT THEM ON ALL THE COMPLAINTS.  THIS SOUNDS LIKE A MAJOR PROBLEM WITH THE LEGEND AND SHOULD BE INVESTIGATED.,ACURA,LEGEND
539696,Honda (American Honda Motor Co.),0,0,0,0,,09/08/1998,,"SERVICE BRAKES, HYDRAULIC",ABS FAILURE.,ACURA,LEGEND
551482,Honda (American Honda Motor Co.),0,0,0,0,,03/21/2000,,EQUIPMENT,THE RADIO ANTENNAE WOULD NOT RETRACT IN OR EXTEND COMPLETELY DUE TO POOR DESIGN.  NLM,ACURA,LEGEND
719489,Honda (American Honda Motor Co.),0,0,0,0,01/30/1996,03/01/2000,JH4KA4662KC,SEAT BELTS,"THE SEATBELTS (ALL 5 SEATBELTS) FAILED TO RESPONSD TO A FORCEFUL BREAK.  I CONTACTED A DEALER IN CALIFORNIA YEARS AGO, BUT THEY SAID THAT IT WAS NOT THEIR RESPONSIBILITY.  MY QUESTION IS WHAT DOT CAN DO TO PROTECT US CUSTOMERS FROM IMPORTED CARS WHICH FAIL TO EQUIP PROPER SEATBELT SYSTEMS? AND TO WHOM THE CUSTOMER CAN CONTACT? BECAUSE I HAVE TRIED TO CONTACT ACURA MANUFACTURE THRU THEIR WEB PAGE, BUT THEY PROVIDE NO FEEDBACK PORTION.*AK",ACURA,LEGEND
739594,Honda (American Honda Motor Co.),0,0,0,0,01/01/1999,01/18/2001,JH4KA3258KC,"ELECTRICAL SYSTEM,INTERIOR LIGHTING,EQUIPMENT","RADIO GOES ON AND OFF, BELLS RING, DASH LIGHTS GO ON AND OFF.  VEHICLE STOPS.  LOOKS LIKE A DEAD BATTERY, BUT IS NOT.  IT HAS BEEN IN THE SHOP FOR OVER THREE MONTHS THIS TIME.  NEITHER THE HONDA DEALER OR AN INDEPENDENT DEALER CAN FIND THE PROBLEM.  PROBLEM IS ONGOING OCCURRING ABOUT EVERY THREE MONTHS.  HONDA DEALER TOLD US CAR WAS REPAIRED.  WE WENT TO PICK IT UP, AND IT WOULDN'T START.  HAD IT TOWED TO AN INDEPENDENT REPAIR SHOP.  THEY CAN'T FIND THE PROBLEM.  THIS HAS BEEN ONGOING SINCE ABOUT THREE MONTHS AFTER WE PURCHASED THE CAR IN 1998.",ACURA,LEGEND
743324,Honda (American Honda Motor Co.),0,0,0,0,01/10/1999,03/30/2001,JH4KA3262KC,"STEERING,ELECTRICAL SYSTEM",REPEATED DIFFICULTY IN STARTING THE CAR.  STARTER HAS BEEN REPLACES TWICE/ SECURITY SYSTEM HAS BEEN DEACTIVATED.  PROBLEM PERSISTS.*AK,ACURA,LEGEND
743856,Honda (American Honda Motor Co.),1,0,1,0,04/10/2001,04/11/2001,JH4KA467XKC,"SERVICE BRAKES, HYDRAULIC","MY FRIEND AND I WERE TRAVELING ON A FOUR LANE ROAD IN THE RAIN GOING 5 MILES UNDER THE SPEED LIMIT.  TWO CARS IN FRONT OF US SLAMMED ON THEIR BRAKES AND I PROCEEDED TO DO THE SAME THING.  FIRST, MY BRAKES LOCKED UP ON ME, HAVING ABS I SHOULD HAVE NOT HAD THIS PROBLEM, SECOND AS WE HIT THE VEHICLE IN FRONT OF USE TWO THINGS HAPPENDED, ONE MY PASSANGER'S SEATBELT DID NOT TAKE HOLD AND HE ENDED UP IN THE HOSPITAL WITH MINOR INJURIES.  SECOND MY AIRBAG DID NOT DEPLOY CAUSING BE TO STRIKE THE STEERING WHEEL WITH NO INJURIES.*AK",ACURA,LEGEND
745662,Honda (American Honda Motor Co.),0,0,0,0,01/01/1998,05/22/2001,JH4KA3262KC,"STEERING,FUEL SYSTEM, GASOLINE,ELECTRICAL SYSTEM","SINCE L998 MY CAR HAS FAILED TO START AND AFTER REPEATED EFFORTS, WHEN THE ENGINE HAS COOLED OFF, IT WILL START UNEXPECTEDLY.  I HAVE EVEN CALLED THE AAA AND BY THE TIME THEY ARRIVE, THE CAR WILL START ON ITS OWN.  I HAVE REPLACED (AT MY EXPENSE) ONE STARTER; AND THE DEALERSHIP REPLACED (AT THEIR COST) ANOTHER).  IN ADDITION, AS THEIR SUGGESTION, I DISENGAGED BY SECURITY SYSTEM, AS IT WAS POSSIBLE THAT A SHORT WAS CAUSING A MALFUNCTION, AND ""FREEZING THE ENGINE.""  THE STARTING PROBLEM PERSISTS ON AN ON AGAIN/OFF AGAIN BASIS.  MY CAR HAS ONLY BEEN SERVICED, AT APPROPRIATE TIMES, BY THE DEALERSHIP FROM WHICH I PURCHASED IT.  THEY INSIST THAT ""NOTHING APPEARS TO BE WRONG WITH THE CAR"" BUT IT CONTINUES TO REFUSE TO START, PARTICULARLY WHEN IT HAS BEEN DRIVEN SEVERAL MILES, OR WHEN IT IS HOT OUTSIDE.  THIS IS A SEVERE HAZARD TO ME AS I AM A SINGLE PERSON AND CAN FIND MYSELF IN A DISTANT LOCATION WITH A NON-FUNCTIONING CAR.  I HAVE BEEN INFORMED BY ANOTHER ACURA LEGEND OWNER (ALSO 1989) THAT HE HAS HAD THE IDENTICAL PROBLEM, AND HAS RECEIVED THE SAME RESPONSE FROM OUR DEALERSHIP.   WHEN QUESTIONED, THEY INSIST THAT THIS IS A UNIQUE PROBLEM, BUT I AM DOUBTFUL OF THIS IN LIGHT OF MY FRIEND'S EXPERIENCE.*AK",ACURA,LEGEND
800460,Honda (American Honda Motor Co.),0,0,0,0,06/01/1996,08/05/1996,,"SERVICE BRAKES, HYDRAULIC",EXPERIENCING BRAKE FAILURE WHEN ACTIVATING THE ABS BRAKE SYSTEM.   *AK,ACURA,LEGEND
801266,Honda (American Honda Motor Co.),0,0,0,0,08/21/1996,10/01/1996,JH4KA4650KC,AIR BAGS,WHILE DRIVING THE CONSUMER HIT A DENT IN THE ROAD AND THE AIR BAG DEPLOYED.  *AK,ACURA,LEGEND
803007,Honda (American Honda Motor Co.),0,0,0,0,09/30/1996,09/30/1996,JH4KA3258KC,VEHICLE SPEED CONTROL,"WIFE DRIVING, CRUISE CONTROL SET, VEHICLE PICKED UP SPEED, TRIED CANCELING, TRIED BRAKES, FINALLY PULLED OVER/TURNED OFF VEHICLE; DEALERSHIP NOTICED SAME PROBLEM, HUSBAND HAD CRUISE CONTROL DISCONNECTED.   *AK",ACURA,LEGEND
812030,Honda (American Honda Motor Co.),0,0,0,0,05/05/1997,05/06/1997,JH4KA4674KC,SEAT BELTS,"#95V103001, DEALERSHIP REFUSES TO GIVE CONSUMER AN APPOINTMENT FOR RECALL REPAIRS UNLESS THE WORK IS PAID FOR.  *AK",ACURA,LEGEND
812061,Honda (American Honda Motor Co.),0,0,0,0,05/07/1997,05/07/1997,JH4KA4675KC,SEAT BELTS,"RECALL # 95V103001, ACURA DEALER IS NOT ABLE TO HONOR RECALL. LETTER STATED THAT VEHICLE COULD BE BROUGHT TO A HONDA OR ACURA DEALERSHIP.   *AK",ACURA,LEGEND
831926,Honda (American Honda Motor Co.),1,0,0,0,12/03/1998,12/07/1998,JH4KA326XKC,AIR BAGS,"WHILE DRIVING CONSUMER  DROVE VEHICLE  INTO A 2 INCH POTHOLE, CAUSING THE DRIVER'S AIRBAG TO DEPLOY WHICH RESULTED IN AN ACCIDENT.  CAUSE UNKNOWN.  PLEASE PROVIDE FURTHER INFORMATION.  *AK",ACURA,LEGEND
852726,Honda (American Honda Motor Co.),0,0,0,0,,11/09/1999,,SEATS,"SEAT HAS STUCK,  IT CANT BE ADJUSTED APPROPRIATELY FOR THE DRIVER. DEALER HAS NOT SEEN VEHICLE.  *AK",ACURA,LEGEND
