ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
488191,Honda (American Honda Motor Co.),0,0,0,0,09/26/1995,09/26/1995,JH4DA3452JS,ENGINE AND ENGINE COOLING,ENGINE FAILURE.  *AW,ACURA,INTEGRA
510686,Honda (American Honda Motor Co.),0,0,0,0,07/01/1995,10/30/1996,JH4DA3359JS,"SERVICE BRAKES, HYDRAULIC",LEFT REAR BRAKE CALIPERS LOCKED UP RANDOMLY.  *AK,ACURA,INTEGRA
784434,Honda (American Honda Motor Co.),0,0,0,0,,01/17/2000,,EXTERIOR LIGHTING,BRAKE LIGHT SWITCH FAILED DUE TO POOR DESIGN CONTACTS GET STUCK OR LODGED DUE TO NARROW HOUSING . *ET,ACURA,INTEGRA
866571,Honda (American Honda Motor Co.),0,0,1,0,,08/02/2000,,VISIBILITY,"WHILE DRIVING AT 25 MPH  HEATER CORE BURSTED, CAUSING HOT WATER TO FLOW INTO THE PASSENGER'S COMPARTMENT. DRIVER SUSTAINED 2ND DEGREE BURNS.  ACURA HAS BEEN CONTACTED.  *AK",ACURA,INTEGRA
977241,Honda (American Honda Motor Co.),0,0,0,0,12/27/1995,01/02/1996,JH4DA3346JS,"FUEL SYSTEM, GASOLINE","FUEL LINE LEAK, WHILE DRIVING.  TT",ACURA,INTEGRA
977528,Honda (American Honda Motor Co.),0,0,0,0,,01/11/1996,,POWER TRAIN,"THE AUTOMATIC TRANSMISSION HAD GONE OUT WHILE DRIVING, MADE A LOT OF NOISE AND DOES NOT GO IN REVERSE.  TT",ACURA,INTEGRA
978303,Honda (American Honda Motor Co.),1,0,3,0,07/16/1995,01/26/1996,JH4DA3354JF,"SERVICE BRAKES, HYDRAULIC",FAILURE OF THE ABS BRAKE ABS BRAKES LOCKED UP CAUSED CONSUMER TO HAVE AN ACCIDENT.  TT,ACURA,INTEGRA
984037,Honda (American Honda Motor Co.),0,1,0,0,01/02/1996,05/03/1996,JH4DA3342JS,VISIBILITY,THE WINDSHEILD WIPER SWITCH SHORTED OUT AND CAUSED A PASSENGER COMPARTMENT FIRE. PLEASE DESCRIBE.  *AK,ACURA,INTEGRA
984230,Honda (American Honda Motor Co.),0,0,0,0,05/07/1996,05/08/1996,,ELECTRICAL SYSTEM,VEHICLE WILL STALL WITHOUT WARNING WHILE DRIVING WHEN COMING TO A STOP.   *AK,ACURA,INTEGRA
483676,Honda (American Honda Motor Co.),1,0,1,0,08/13/1994,08/13/1994,,VEHICLE SPEED CONTROL,"SUDDEN ACCELERATION, CAUSING LOSS OF CONTROL/ACCIDENT/INJURY.  *SKD",ACURA,LEGEND
