ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
523259,"Chrysler (FCA US, LLC)",0,1,0,1,01/22/1997,10/28/1997,,"FUEL SYSTEM, GASOLINE","CARBURETOR FAILED RESULTING IN VEHICLE FIRE, DEATH OF CONSUMER. (ATTORNEY FOR CONSUMER).",AMERICAN MOTORS,CONCORD
780650,BEATRICE FOODS COMPANY,0,0,0,0,09/15/1998,10/02/1998,,"FUEL SYSTEM, GASOLINE","FUEL TANK MALFUNCTIONED. THE OWNER DEPARTED WITH BOTH TANKS AT THREE QUARTERS FULL AND THE SWITCH TO THE RIGHT POSITION, AS THE DRIVER WAS GIONG UP A HILL AND THEN DOWN, THE DRIVER NOTICED A STRONG GASOLINE ODOR. THE DRIVER PULLED OVER AND SAW WITH HORROR A HEAVY STREAM OF GASOLINE POURING DOWN FROM THE TOP OF THE AUXILLARY TANK. THE OWNER OPENED ITS CAP MORE GAS SPILLED OUT, AND NOTICED THAT IT HAD A LOT MORE GASOLINE THAT WAS PUT IN IT. SOMEHOW GASOLINE FROM THE RIGHT TANK WAS BEING PUMPED TO THE LEFT TANK, AND TOP SPILLAGE SEEMED TO BE COMING OUT OF THE TOP AIR VENT PIPE.",ARGOSY,MOTORHOMES
708088,"BMW of North America, LLC",0,0,1,0,07/28/1998,06/30/1999,,VISIBILITY,"HEATER CORE  RUPTURED WHILE I WAS DRIVING., CAUSING COOLANT TO B E EXPELLED. RESULTED IN SEVERE SCALDING TO MY RIGHT FOOT AND LEG , ALONG WITH DAMAGE TO THIS AUTO.  ACCORDING TO NHTSA CAMPAIGN # 98V178000, ""A MALFUNCTION OF A COOLANT SYSTEM COMPONENT...CAN RESULT IN A SIGNIFICANTLY INCRESED COOLANT TEMPERATURE AND SYSTEM PRESSURE...IF A CRACK WERE TO FORM OR A SEAM WERE TO SEPARATE IN THE HEATER CORE END PIECE, HOT COOLANT COULD SUDDENLY BE EXPELLED, INCREASING THE RISK OF PERSONAL INJURY TO A VEHICLE OCCUPANT...OWNER NOTIFICATION IS EXPECTED TO BEGIN DURING OCTOBER, 1998...""  THE HEATER CORE RUPTURE WHICH SCALDED ME OCCURRED IN JULY, 1998, WHICH WAS MONTHS BEFORE NOTIFICATION FROM THE MANUFACTURER WAS TO BEGIN. THUS, I WAS NOT FOREWARNED AND TO THIS DATE I STILL HAVE NOT BEEN NOTIFIED AND I HAVE NOT BEEN ABLE TO NEGOTIATE RELIEF FROM BMW.  PLEASE HAVE A REPRESENTATIVE CONTACT ME FOR MORE DETAILS CONCERNING THIS, THE INVALID VIN ON THE CAR (ONLY 7 DIGITS), EXPLANATION OF THE BREAKDOWN OF THE PRICE SUBMITTED FOR REIMBURSEMENT, THE HEATER CORE MANUFACTURER'S LIABILITY, ETC. PLEASE GIVE A REPRESENTATIVE'S NAME AND ADDRESS THAT I MAY ALSO SEND A LETTER TO FURTHER CLARIFY THIS HORRIFIC SITUATION. YOUR TIMELY RESPONSE IS REQUESTED AND GREATLY APPRECIATED.  THANK YOU, MR. BEN  WATSON.  *AK",BMW,320
546506,"BMW of North America, LLC",0,0,1,0,07/28/1998,07/07/1999,,VISIBILITY,THE HEATER CORE RUPTURED CAUSING SERVERE INJURY TO DRIVING WHICH RESULTED IN PROPERTY DAMAGE.  *YC,BMW,320I
10049897,"BMW of North America, LLC",0,0,1,0,04/18/2002,12/02/2003,,"VISIBILITY,SEAT BELTS",AFTER DRIVING AT 30 MPH AND SITTING AT A STOP SIGN HEATER CORE EXPLODED.  SCALDING HOT WATER GUSHED FROM BENEATH THE DASH BOARD. CONSUMER SUSTAINED THIRD DEGREE BURNS ON THE LEGS AND FEET.  THE SEAT BELT LATCH WOULD NOT COME UNDONE AT THE TIME OF THE INCIDENT.    *AK,BMW,320I
10662184,"BMW of North America, LLC",0,0,0,0,12/04/2014,12/04/2014,6091102,WHEELS,"I DON'T KNOW WHERE ELSE TO REQUEST HELP ON THIS PROBLEM. I HAVE A 1978 R100RS BMW MOTORCYCLE (NOT LISTED IN YOUR DATA BASE, SO I CHOSE THE R100 9999 ENTRY FROM THE DROP DOWN MENU.) VIN [XXX]  I'M VERY FAMILIAR WITH THESE MOTORCYCLES, HAVING OWNED 5 BMWS. THIS BIKE WAS KNOWN TO HAVE A RECALLED FRONT WHEEL (MAG WHEEL COULD FRACTURE). WHEN I BOUGHT THIS BIKE, I ASSUMED IT HAD BEEN REPLACED. IT HAD NOT. WHEN I CONTACTED BMW CORPORATE IN NEW JERSEY THEY TOLD ME THEY WERE NO LONGER REQUIRED TO REPLACE THE WHEEL, AS HAD BEEN THE CASE DURING THE RECALL. IS IT TRUE THAT THEY WERE RELEASED FROM THE RECALL? A LARGE PERCENTAGE OF THESE OLD BMWS ARE STILL ON THE ROAD. THEY ARE OF INCREASING VALUE AND WILL CONTINUE TO BE RIDDEN. I CAN'T BELIEVE BMW WOULD BE RELEASED FROM ITS REQUIREMENT TO MAKE GOOD ON A DEFECTIVE PART WHICH COULD CAUSE SERIOUS, EVEN FATAL, ACCIDENTS. IS THIS TRUE?      INFORMATION REDACTED PURSUANT TO THE FREEDOM OF INFORMATION ACT (FOIA), 5 U.S.C. 552(B)(6).  *TR",BMW,R100RS
10112358,BRITISH,0,0,0,0,04/02/2004,03/01/2005,,SEAT BELTS,"CAMPAIGN ID NUMBER 85V059000 SEAT BELTS  I HAVE TRIED TO HAVE MY SEAT BELTS ON MY 1978 MGB REPLACED SINCE THEY ARE JAMMING BIND AND LOCK UP AS PER THE RECALL I HAVE SPOKE WITH THE SOUTHAMPTON JAGUAR.  *JB  DEALER ON LONGISLAND AND THEY TOLD ME THEY KNOW NOTHING ABOUT IT,I SAID I WAS WILLING TO BUY SEATBELTS  AND INSTALL THEM BUT THEY SAID THEY WOULD NOT REIMBURSE ME   WHAT DO I NEED TO DO TO HAVE MY SEATBELTS PAID FOR",BRITISH,TR7
602484,"General Motors, LLC",0,0,0,0,08/19/1995,09/25/1995,,WHEELS,WHEEL FELL OFF. (NEW JERSEY STATE POLICE REPORT),BUICK,BUICK
511501,"General Motors, LLC",0,0,0,0,10/31/1996,11/19/1996,,"SERVICE BRAKES, HYDRAULIC","BRAKES FAILED, CAUSING ACCIDENT.(OHIO STATE POLICE REPORT)",BUICK,REGAL
10577853,"General Motors, LLC",0,0,0,0,12/06/1978,04/07/2014,,ENGINE,"TL* THE CONTACT OWNS A 1978 CADILLAC CIMARRON. THE CONTACT STATED WHILE DRIVING 40 MPH, THE VEHICLE STALLED WITHOUT ANY WARNING. THE VEHICLE WAS TAKEN TO THE DEALER AND THE TECHNICIAN WAS UNABLE TO DIAGNOSE THE FAILURE. THE MANUFACTURER WAS NOT NOTIFIED  OF THE FAILURE. THE VEHICLE WAS NOT REPAIRED. THE VIN WAS NOT AVAILABLE. THE FAILURE AND CURRENT MILEAGE WAS UNKNOWN.  UPDATED 05/28/14*LJ",CADILLAC,CIMARRON
