ODI Number,Manufacturer,Crash,Fire,Injuries,Deaths,Incident Date,Complaint Date,VIN,Components,Summary,Make,Model
973005,"Volkswagen Group of America, Inc.",0,0,0,0,01/18/1995,10/05/1995,84920065591,STEERING,"AS THE CAR WAS STOPPED AT A STOP SIGN I STARTED TO MAKE A RIGHT TURN, LOST CONTROL AND THAN PARKED IN A PARKING LOT.  TT",AUDI,FOX
973803,"BMW of North America, LLC",1,0,0,0,07/04/1995,10/24/1995,,STEERING,THE STEERING WHEEL LOCKED UP AND CAUSED THE VEHICLE TO GO INTO A DITCH. PLEASE DESCRIBE.  TT,BMW,320
10050069,"BMW of North America, LLC",0,0,1,0,,12/04/2003,FILL IN,VISIBILITY,"WHILE TRAVELING 35 MPH, THE DRIVER HEARD A NOISE. WITHOUT ANY INDICATION, THE HEATER CORE EXPLODED INSIDE THE VEHICLE. THE DRIVER SUSTAINED 3RD DEGREE BURNS ON THE FEET. THE MANUFACTURER AND THE DEALER WERE CONTACTED. PLEASE PROVIDE FURTHER INFORMATION.     *PH",BMW,320I
721843,"BMW of North America, LLC",0,0,0,0,04/02/2000,04/23/2000,53333450000,UNKNOWN OR OTHER,N0 SUMMARY LISTED FOR ABOVE VEHICLE. *AK,BMW,528I
10410927,"BMW of North America, LLC",0,0,0,0,09/20/2008,07/07/2011,,"SERVICE BRAKES, HYDRAULIC","TL* THE CONTACT OWNS A 1979 BMW R100RT MOTORCYCLE. WHILE THE CONTACT WAS DRIVING VARIOUS SPEEDS THE REAR BRAKES WERE ENGAGED, FOLLOWED BY AN EXTREMELY SLOW RESPONSE. THE VEHICLE FAILED TO STOP PROPERLY. THE VEHICLE WAS TAKEN TO AN AUTHORIZED DEALER WHERE THEY STATED THE REAR BRAKE SYSTEM WAS FAULTY. THE REAR BRAKE, MASTER CYLINDER AND BRAKE LINES WERE PREVIOUSLY REPLACED. THE VEHICLE WAS NOT REPAIRED FOR THE MOST RECENT FAILURE. THE MANUFACTURER WAS MADE AWARE OF THE DEFECT. THE FAILURE MILEAGE WAS 92,000. THE VIN WAS UNAVAILABLE.",BMW,R100
518251,"General Motors, LLC",0,0,0,1,,06/06/1997,,LATCHES/LOCKS/LINKAGES,"THE HOOD POPPED OPEN, CAUSING AN ACCIDENT.",BUICK,LESABRE
10031941,"General Motors, LLC",0,0,0,0,07/03/2003,08/01/2003,,TIRES,WHIHLE DRIVNG THE TREAD OF THE PASSENGER SIDE FRONT TIRE SEPARATED FROMTHE TIRE.  THE TIRE DENTED THE RIGHT FENDER AND RIGHT FRONT DOOR.  *MR   *CB  *NLM,BUICK,REGAL
10073751,"General Motors, LLC",0,0,0,0,05/17/2004,07/06/2004,,TIRES,"WHILE DRIVING 50 MPH A LOUD KNOCKING  NOISE WAS HEARD FROM THE REAR.  CONSUMER PULLED OVER, AND NOTICED THAT THE RIGHT PASSENGER SIDE TIRE TREAD SEPARATED FROM THE WHEEL. CONSUMER  CALLED ROAD SIDE ASSISTANT TO CHANGE THE TIRE.  FIRESTONE FR480, SIZE P215/70R14, DOT W2HY1MD519.  *AK    THE TIRE BLOWOUT CAUSED DAMAGE TO THE VEHICLE'S RIGHT FRONT FENDER AND DOOR.  *NM",BUICK,REGAL
10089960,"General Motors, LLC",0,0,0,0,08/27/2004,08/27/2004,,TIRES,"WHILE DRIVING CONSUMER HEARD A LOUD KNOCKING NOISE COMING FROM THE REAR.  CONSUMER PULLED OVER, AND NOTICED THAT THE TREAD SEPARATED FROM THE SIDEWALL ON  PASSENGER'S  SIDE TIRE. THIS CAUSED DAMAGES TO THE UNDER CARRIAGE/FENDER; AND DOOR.  CONSUMER CALLED ROAD SIDE ASSISTANCE AND VEHICLE WAS TOWED TO THE DEALER.  FIRESTONE FR480, P215/70R14 #DOT W2HY1MD519. *AK",BUICK,REGAL
975481,"General Motors, LLC",1,0,0,0,03/10/1994,11/27/1995,,"SERVICE BRAKES, HYDRAULIC",POOR PERFORMANCE OF THE BRAKE SYSTEM CAUSED CONSUMER TO HAVE AN ACCIDENT.  TT,CADILLAC,DEVILLE
728866,"General Motors, LLC",0,0,0,0,06/28/2000,08/24/2000,,TIRES,"THE TIRE TREAD CAME OFF MY VEHICLE WHILE DRIVING AT 60 MPH ON 6/28/2000. LUCKILY, I WAS ABLE TO AVOID HAVING A MAJOR CRASH, BUT SUBSTANTIAL INTERNAL AND EXTERNAL DAMAGE WAS DONE TO MY CAR . I CONTACTED THE TIRE MANUFACTOR (ATLAS ""PINNACLE"") AND DISCOVERED THAT THIS TIRE WAS MANUFACTORED AT A FIRESTONE PLANT. I AM CONCERNED THAT FIRESTONES DEFECTIVE TIRES RANGE ALOT FURTHER THAN JUST THE ONES BEING RECALLED AS MY TIRE HAD THE EXACT SAME PROBLEM (TREAD COMING COMPLETELY OFF MY TIRE) OCCUR AS THE WILDERNESS TIRES AND ALTHOUGH IT IS UNDER TE ATLAS BRAND NAME, IT WAS MANUFACTORED BY FIRESTONE. WHAT DO I DO REGARDING THE DAMAGES TO MY VEHICLE (OVER $3,000 WORTH) AND I HAVE KEPT THE TIRE. I NEED TO HAVE MY CAR REPAIRED BUT AM WAITING TO SEE WHAT I SHOULD DO IN THE MEANTIME. PLEASE TAKE NOTE OF THIS COMPLAINT BECAUSE I AM VERY CONCERNED THAT THIS RECALL IS ONLY SKIMMING THE SURFACE OF A MUCH LARGER PROBLEM IF IT HAS AFFECTED ATLAS TIRES TOO. THANK YOU.( DOT NUMBER: HYULA9A535 TIRE SIZE: 75R1597S )",CADILLAC,ELDORADO
753840,"General Motors, LLC",0,0,0,0,,10/29/2001,6S69B994878,TIRES,I HAVE HAD EIGHT (8) OF THIS SAME BRAND OF TIRE ON TWO DIFFERENT VEHICLES.  THE TREAD HAS SEPARATED ON ALL EIGHT OF THESE TIRES.*AK,CADILLAC,SEVILLE
807187,"General Motors, LLC",0,0,0,0,,01/06/1997,CKL189Z1358,LATCHES/LOCKS/LINKAGES,"THE DOORS LATCHES, LOCKS SOMETIMES STICK .   *AK",CHEVROLET,BLAZER
511450,"General Motors, LLC",1,0,1,0,06/28/1996,11/19/1996,,"FUEL SYSTEM, GASOLINE","GAS TANK MOUNTED TO FRAME WHICH BUCKLED, ALLOWING TANK TO CONTACT ROAD SURFACE.  *AK",CHEVROLET,C10
515473,"General Motors, LLC",0,0,0,0,03/11/1997,03/11/1997,,"FUEL SYSTEM, GASOLINE",PASSENGER SIDE FUEL TANK FAILED.,CHEVROLET,C10
802895,"General Motors, LLC",0,0,0,0,,09/25/1996,,"FUEL SYSTEM, GASOLINE","WHEN TANK IS HALF WAY FILLED WITH GAS, THE FUEL TANK LEAKS.  PLEASE DESCRIBE.*AK",CHEVROLET,C10
8006443,"General Motors, LLC",0,0,0,0,03/19/2002,03/26/2002,CCU44921430,STRUCTURE,"CONSUMER STATES THE FRAME BEHIND THE STEERING GEAR BOX HAVE CRACKS SEVERELY, IT CAUSES THE GEAR BOX TO DISCONNECT FROM THE WALL AND THE VEHICLE LOSS STEERING CONTROL WHILE DRIVING.   NLM",CHEVROLET,C10
503367,"General Motors, LLC",0,1,0,0,03/29/1996,03/29/1996,,ENGINE AND ENGINE COOLING,ENGINE FIRE. (OHIO STATE POLICE REPORT) *DSH,CHEVROLET,CAMARO
538832,"General Motors, LLC",0,0,0,0,08/01/1998,08/05/1998,1S87L560569,VISIBILITY,WINDSHIELD WASHER PUMP FAILED.,CHEVROLET,CAMARO
10038131,"General Motors, LLC",0,0,0,0,08/01/2003,10/01/2003,9999,TIRES,THE FRONT TIRES CRACKED AROUND THE BEAD AND HAD TO BE REPLACED.   *AK   THERE WAS CRACKING IN THE BEAD AREA OF THE SIDEWALL OF THE TWO FRONT TIRES.  THE OTHER TIRE DOT# WAS KUKENX712300.   *SCC     *JB,CHEVROLET,CAMARO
10326683,"General Motors, LLC",0,0,0,0,12/09/2009,04/20/2010,,TIRES,"TL*THE CONTACT OWNS A 1979 CHEVROLET CAMARO. THE TIRE BRAND WAS KUMHO AND THE TIRE SIZE WAS P205/70/R14(NA). THE DOT WAS UNKNOWN. THE CONTACT NOTICED THAT THE REAR PASSENGERS SIDE TIRE DEFLATED WHILE THE VEHICLE WAS PARKED. HE CONTACTED A ROADSIDE SERVICE THAT INSTALLED THE SPARE TIRE. WITHIN HOURS, THE SPARE TIRE FAILED. THE DEALER REFILLED THE TIRE WITH AIR AND RELEASED THE VEHICLE TO THE OWNER. SEVERAL HOURS LATER, THE SPARE TIRE HAD DEFLATED A SECOND TIME. THE DEALER WAS NOTIFIED AND PROVIDED THE CONTACT WITH A REPLACEMENT TIRE. THE FAILURE MILEAGE WAS 247,000 AND THE CURRENT MILEAGE WAS 251,000. THE VIN WAS NOT AVAILABLE.",CHEVROLET,CAMARO
10454889,"General Motors, LLC",0,0,0,0,01/03/2010,04/11/2012,,TIRES,"TL* THE CONTACT OWNS A 1979 CHEVROLET CAMARO WITH KUMHO SOLUS TIRES, SIZE: 205/70/14. WHILE PARKED, THE CONTACT NOTICED THAT THE REAR PASSENGER SIDE TIRE HAD BECOME FLAT. THE VEHICLE WAS TAKEN TO THE DEALER. THE TECHNICIAN STATED THERE WAS A PIN HOLE ON THE TREAD AND SIDE WALL JUNCTURE. THE TIRE WAS REPLACED. THE CONTACT STATED BOTH DRIVER SIDE TIRES HAD ALSO FAILED. THE VIN AND DOT WAS NOT AVAILABLE. THE TIRES WERE REPLACED. THE APPROXIMATE FAILURE MILEAGE WAS 245,136.  UPDATED 05/09/12 *BF",CHEVROLET,CAMARO
10464674,"General Motors, LLC",1,0,3,1,05/14/1982,07/09/2012,,STEERING,"TL* THE CONTACT OWNS A 1979 CHEVROLET CAMARO. THE CONTACT WAS DRIVING 25 MPH WHEN THE VEHICLE UNCONTROLLABLY ACCELERATED. THE CONTACT WAS UNABLE TO STOP THE VEHICLE OR REGAIN CONTROL AND CRASHED INTO ANOTHER VEHICLE. THE CONTACT AND A PASSENGER WERE INJURED, AS WELL AS THE DRIVER OF THE SECOND VEHICLE WHO WAS TRANSPORTED TO THE HOSPITAL. THE POLICE WERE ON SCENE AND FILED A POLICE REPORT OF THE INCIDENT. THE VEHICLE WAS DESTROYED. THE DRIVER OF THE SECOND VEHICLE WAS HOSPITALIZED BUT DIED 18 DAYS AFTER THE CRASH DUE TO COMPLICATIONS.  THE DEALER WAS NOT NOTIFIED OF THE CRASH. THE MANUFACTURER WAS NOTIFIED WHO GAVE THE CONTACT A CASE NUMBER (711084923939) AND OFFERED NO FURTHER ASSISTANCE. THE CONTACT REFERENCED NHTSA CAMPAIGN ID NUMBER: 80V108000 (STEERING:LINKAGES :KNUCKLE:SPINDLE:ARM) BUT COULD NOT CONFIRM IF THE VEHICLE WAS INCLUDED IN THE RECALL. THE VIN WAS NOT AVAILABLE. THE CURRENT AND FAILURE MILEAGE WAS UNKNOWN. ..UPDATED 05/09/13 *BF",CHEVROLET,CAMARO
482128,"General Motors, LLC",0,1,0,0,02/13/1995,02/13/1995,,ENGINE AND ENGINE COOLING,"CATALYTIC COVERTER FAILED, CAUSING FUEL LINES TO CATCH ON FIRE.  (OHIO STATE POLICE REPORT)  *SKD",CHEVROLET,CAPRICE
484301,"General Motors, LLC",0,0,0,0,10/18/1994,07/17/1995,,POWER TRAIN,TRANSMISSION FORWARD CLUTCH FAILED.  *SKD,CHEVROLET,CAPRICE
524307,"General Motors, LLC",0,0,0,0,,10/20/1997,1H4709J2099,EQUIPMENT,AIR CONDITIONER MOTOR FAILED CAUSING PARTS TO FALL FROM VEHICLE.,CHEVROLET,CAPRICE
478285,"General Motors, LLC",0,0,0,0,01/01/1995,01/01/1995,UNK,"FUEL SYSTEM, GASOLINE",FUEL TANK MOUNTED OUTSIDE FRAME.  *SKD,CHEVROLET,CHEVROLET TRUCK
542976,"General Motors, LLC",0,0,1,0,10/07/1998,12/10/1998,CC4149B1805,ENGINE AND ENGINE COOLING,FAN BLADE BROKE OFF STRIKING MECHANIC IN THE FACE.,CHEVROLET,CHEVROLET TRUCK
541525,"General Motors, LLC",0,0,0,0,,09/17/1998,,UNKNOWN OR OTHER,UNSPECIFIED.,CHEVROLET,CHEVY VAN G20
562225,"General Motors, LLC",0,0,0,0,,07/24/2001,1Z8749S4399,STRUCTURE,CONVERTIBLE TOP LEAKS WATER WHENEVER IT RAINS OR IF THE VEHICLE IS WASHED.*JB,CHEVROLET,CORVETTE
562989,"General Motors, LLC",0,0,0,0,,09/06/2001,,STRUCTURE,THE T-TOP LEAKS WATER WHENEVER IT RAINS OR WHEN THE CAR IS WASHED.  NLM,CHEVROLET,CORVETTE
